edition,edition_id,year,country,country_noc,gold,silver,bronze,total,AG.LND.PRCP.MM,AG.SRF.TOTL.K2,BX.KLT.DINV.WD.GD.ZS,EN.POP.DNST,FP.CPI.TOTL.ZG,MS.MIL.XPND.CN,MS.MIL.XPND.GD.ZS,NE.CON.GOVT.CD,NE.DAB.TOTL.CN,NE.TRD.GNFS.ZS,NV.IND.TOTL.ZS,NV.SRV.TOTL.CN,NV.SRV.TOTL.ZS,NY.GDP.DEFL.KD.ZG,NY.GDP.MKTP.CD,NY.GDP.MKTP.CN,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,NY.GNP.MKTP.CN,NY.GNP.PCAP.CD,SE.PRM.ENRR,SH.DYN.NMRT,SP.DYN.IMRT.IN,SP.DYN.LE00.IN,SP.POP.1564.TO.ZS,SP.POP.GROW,SP.POP.TOTL,SP.URB.TOTL,SP.URB.TOTL.IN.ZS
1984 Summer Olympics,21,1984,Canada,CAN,10,18,16,44,537.0,15640500.0,0.9278160628543628,2.78339113767192,9.808348213217492,6924125000.0,1.877476021772635,68641381185.0224,366927750000.0,49.68632906022346,,,,8.894600129345642,309634323343.81323,374780940250.0,1.2470919403692275,12397.9140765353,363105964500.0,12012.5,,6.15,9.475,75.5964024390244,68.15363550007216,1.1752760353000853,24954743.75,18922227.0,75.82451950167977
1984 Summer Olympics,21,1984,Japan,JPN,10,8,14,32,1668.0,377800.0,0.027603340162447875,322.33676011771627,4.332876338219665,2462200000000.0,0.925528840123502,173383560985.76126,278964900000000.0,26.234075400668427,,,,2.7439799318413782,1201047500566.7349,280287225000000.0,3.497039254192895,10170.96594433419,278120171386250.0,10837.5,,4.45,6.7749999999999995,76.54487804878049,67.4769249864315,0.7264634410984108,118063750.0,90091743.5,76.3068718876306
1984 Summer Olympics,21,1984,New Zealand,NZL,8,1,2,11,1732.0,267710.0,1.0747440515964994,11.956629068398449,14.006368747738987,779250000.0,2.69334583235268,4574248912.9680805,31566500000.0,58.5011456328028,35.891778931402,16877500000.0,54.5761865340565,12.765475830804343,24034011833.37265,30895250000.0,2.5902787601815915,7633.960838059603,29903250000.0,7785.0,,5.7749999999999995,12.35,73.48780487804878,63.6582435158603,0.7157726199948298,3148300.0,2629636.0,83.52474714676295
1984 Summer Olympics,21,1984,Yugoslavia,YUG,7,4,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Republic of Korea,KOR,6,6,7,19,1274.0,99260.0,0.1591192323771139,404.529799917064,15.165177431314902,3128000000000.0,6.195584376200687,8826825365.350967,57743775000000.0,61.37956711354086,31.6219064976385,24099350000000.0,44.00016514928175,13.10945389840196,77594461801.73802,54741975000000.0,6.953658189899882,1985.4531722851925,54172475000000.0,2072.5,,15.825000000000001,25.175,66.80853658536583,63.015582112619974,1.5345885061917577,39020944.5,23081736.75,59.12106804489795
1984 Summer Olympics,21,1984,Great Britain,GBR,5,11,21,37,1220.0,243610.0,1.24694718319043,232.809628818253,10.762679471483736,14727673192.04805,5.19546973481869,113340463385.11125,303538601750.0,50.282042033196426,,,,11.275996267499476,527595077791.86,282499250000.0,0.5537137270299924,9367.241118079579,300154233750.0,10192.5,,6.725,11.149999999999999,74.06463414634148,64.59310894100268,0.03814939155661427,56323633.5,44254344.75,78.57153804172445
1984 Summer Olympics,21,1984,France,FRA,5,7,16,28,867.0,549086.0,0.366029316526735,103.34569811670875,12.078751210260588,17749115365.04975,3.215577150993215,134126468935.13776,550163300000.0,46.67913608093669,26.6761897934651,320284525000.0,58.853074547340796,11.168028537084687,608805649705.334,543580200000.0,1.6423246049491325,10935.810199387965,545327450000.0,12052.5,,5.325,9.6,74.41280487804877,64.47145878005651,0.5079378424328878,55698164.0,40842570.5,73.3280524978969
1984 Summer Olympics,21,1984,Netherlands,NED,5,2,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Australia,AUS,4,8,12,24,534.0,7741220.0,1.35711630888328,1.95882024263567,10.25356070817638,4094875000.0,2.3646589710119974,31202459445.773952,167361500000.0,30.806015641303226,,,,10.35162691121013,174799832044.8595,163297250000.0,1.8699454310086248,11606.057669195876,161630250000.0,11605.0,,6.575000000000001,10.275000000000002,74.76207317073171,65.40782651876225,1.4707455647597776,15048244.75,12890527.0,85.66289625250683
1984 Summer Olympics,21,1984,Finland,FIN,4,2,6,12,536.0,338150.0,0.10240299669052583,15.80995682721035,10.212899038349086,663750000.0,1.670884043679935,9610953139.450829,40460500000.0,59.89414480095838,33.24713844590717,19504000000.0,47.98283425599235,9.63248675254894,52457627872.783325,40562250000.0,3.21724899440492,10894.826860570649,40397248500.0,11477.5,,4.699999999999999,6.7,73.9214024390244,67.90974035676855,0.47346780639746144,4815554.75,3043565.75,63.202363967895494
1984 Summer Olympics,21,1984,Sweden,SWE,2,11,6,19,624.0,447420.11,0.210691061926402,20.428483891945724,10.818116877315923,18147500000.0,2.86581653626962,33432935828.94125,700041155750.0,59.229059150972176,28.376528274529825,402118247250.0,57.8990060187714,9.630629880336691,122615457485.491,694344975750.0,1.326026308913514,14736.470480592252,680876908750.0,16035.0,,4.65,6.875,76.1615243902439,64.37522774670518,0.10634562951994486,8321332.5,6914425.0,83.09275800479313
1984 Summer Olympics,21,1984,Mexico,MEX,2,3,1,6,758.0,1964380.0,1.1542145591050899,35.82871755960802,53.76844306090502,48000000.0,0.48692353212355743,19438621919.949825,9081526000.0,23.945502562905197,27.637906159284352,6054922937.5,60.24902501801087,54.105421104273304,202536123842.2495,10087969750.0,3.417187313725816,2918.6441962702074,9542191150.0,2835.0,,28.525,55.27499999999999,65.00399999999999,52.152188306876596,2.2986570706253753,69649235.5,46810799.5,67.19314104925007
1984 Summer Olympics,21,1984,Morocco,MAR,2,0,0,2,346.0,446550.0,0.36854093230103246,45.387832175666574,9.659162638120272,4923250000.0,5.762798420092658,3241517114.3651924,109838463000.0,53.183122252175956,30.406645538432375,47383244572.75,47.4437976700318,13.94053972240567,18365096623.4448,99918305300.0,3.0606678706841675,904.3562011718757,96794674950.0,940.0,80.89847183227539,46.800000000000004,93.5,56.449,53.50273435920788,2.6327433127977247,20256589.5,8555773.75,42.21275096649093
1984 Summer Olympics,21,1984,Brazil,BRA,1,5,2,8,1776.75,8515770.0,0.9256531815727705,15.014817949926648,112.43203812774932,0.22714499999999999,1.2099244682530275,23500679488.41992,18.417454034225,19.544963594903525,44.42665051906248,7.75,44.42665051906248,106.29731538392898,239094821182.78326,17.690058727275,0.7124999999999421,1909.29038479566,17.623613357525002,2027.5,,33.400000000000006,72.025,62.481750000000005,58.3943862146377,2.30029071084707,125495950.5,86350788.0,68.78233238113422
1984 Summer Olympics,21,1984,Spain,ESP,1,2,2,5,636.0,505990.0,0.8359564418690869,75.78628683300768,14.1750806506898,3130224091.0,2.6671460438581147,28977252837.042778,125515192250.0,35.8527612395281,,,,12.793146873840724,200487352044.766,122316042000.0,1.273209277034695,5300.69932111719,120062152500.0,5762.5,,8.275,11.174999999999999,75.73024390243901,63.457419830570075,0.6503537300593569,37851833.25,27319034.25,72.17053040631734
1984 Summer Olympics,21,1984,Belgium,BEL,1,1,2,4,847.0,33120.0,1.404910422574435,,7.66608344192244,3161797500.0,3.269400645871692,24137781900.953274,103016838250.0,112.8994279969105,,,,5.612265058355518,102709874524.80212,100786487000.0,1.26790002103452,10419.225111821104,100635924750.0,11945.0,,7.0,11.375,73.64646341463416,66.07634989357268,0.018113164367776675,9857511.75,7424045.5,75.31365485890932
1984 Summer Olympics,21,1984,Austria,AUT,1,1,1,3,1110.0,83879.0,0.3373388754900367,91.65715281143967,5.476640624369357,1183750000.0,1.4011176134883525,13364404662.280228,86405444500.0,65.71009241426111,32.63164441292743,44534527000.0,52.23953629975793,5.281342685433257,73832033962.48877,85133620500.0,1.6428832894220233,9762.249765472003,85198476000.0,10612.5,,8.175,12.875,72.8121951219512,65.34599841661614,0.04131005910724258,7563548.25,4203539.75,55.57592861700155
1984 Summer Olympics,21,1984,Kenya,KEN,1,0,2,3,630.0,580370.0,0.47314011876707346,29.725777049583574,14.3814330736244,2409500000.0,4.377165444390108,1249986137.636515,68561850000.0,60.518856059411,17.34627828594565,,,10.958597135907453,6632646299.202932,66441500500.0,3.045262224680395,393.81866627356953,64216181400.0,420.0,117.12670516967773,31.35,66.5,59.74575,46.7376523882575,3.5875307297712102,16918128.75,2761788.0,16.310460164195398
1984 Summer Olympics,21,1984,Portugal,POR,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Pakistan,PAK,1,0,0,1,494.0,796100.0,0.2410155068339085,113.315307181403,9.020926696862158,19837500000.0,6.063407547126937,2921734523.4635425,331381750000.0,34.26978893517263,20.597954171114726,125682750000.0,41.75029586123715,8.432820075765083,27793227958.202747,300230250000.0,7.86308318699066,317.73548276386623,296690106057.5,325.0,47.2354917526245,70.35,126.05,57.97924999999999,53.590770705370254,3.8712566949725775,87352504.0,24935205.75,28.531837010611124
1984 Summer Olympics,21,1984,Switzerland,SUI,0,4,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Denmark,DEN,0,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Jamaica,JAM,0,1,2,3,2051.0,10990.0,-0.08715592080174275,202.1744459833795,14.543849038591441,90816666.66666667,1.5072174721284,,,,,,,12.971934725878679,3142791481.8435974,5735075075.0,0.22589969364175733,1433.2595413584925,5415578734.25,1330.0,105.7091636657715,20.95,30.8,69.22775,53.56957568522955,1.324811274944105,2189549.25,1043361.0,47.64665087644835
1984 Summer Olympics,21,1984,Norway,NOR,0,1,2,3,1414.0,385178.0,0.6002304407315749,11.244908198355075,11.081965597828185,10265250000.0,2.695638664953505,11861931115.190325,359897750000.0,76.29332317903948,34.36740356300865,196925250000.0,51.27006636629166,10.86944442748317,63077618506.4073,384318500000.0,2.5927291859332557,15359.28974961775,372857500000.0,15685.0,,4.775,8.05,75.90463414634146,63.42085839983358,0.3409109510266183,4107135.25,2911744.75,70.89411847551408
1984 Summer Olympics,21,1984,Greece,GRE,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Nigeria,NGR,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Puerto Rico,PUR,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Colombia,COL,0,1,0,1,3240.0,1141750.0,0.9334043318694187,24.367793826047773,24.581180224917453,43575000000.0,1.87975762440951,3916608346.730568,2341505500000.0,27.221991367200054,31.14394218815815,1146685250000.0,50.164279685367326,23.8877115864323,36871741254.106674,2278334500000.0,2.221650811417714,1362.719080008375,2229372239850.0,1342.5,,22.625,42.775000000000006,67.466,57.06319174088435,2.3122744820651424,27036067.25,17694365.5,65.433763734894
1984 Summer Olympics,21,1984,Côte d'Ivoire,CIV,0,1,0,1,1348.0,322460.0,0.623696740568673,27.482696540880525,9.180936615679252,26872000000.0,1.1281342723543872,1417384102.543335,2467324985325.0,75.51742180129878,20.27429276087885,1314945679375.0,55.1203217037334,11.117191941630374,8253375793.233362,2383424946175.0,-2.7891541124818784,952.5598474190405,2211839246350.0,972.5,70.99308013916016,54.825,109.15,51.9175,50.13550421550771,3.998241601831915,8739497.5,3286190.5,37.58846328708768
1984 Summer Olympics,21,1984,Egypt,EGY,0,1,0,1,18.1,1001450.0,2.1434579940282097,46.032359736802476,15.509847972465202,1485750000.0,7.18121360928078,4134283840.195095,22533002435.0,67.29686678696245,30.8254678877651,9165989132.0,44.5409948690162,11.918838628207167,25606850371.25,20259758471.75,8.090365227194503,556.8237245183677,18923483421.75,520.0,69.43383407592775,50.05,111.52499999999999,56.82825,54.789946089859555,2.7441970123196926,45822912.5,20124401.0,43.917127430335825
1984 Summer Olympics,21,1984,Ireland,IRL,0,1,0,1,1118.0,70280.0,1.0613297070573111,50.305559587748576,16.5306812661398,276250000.0,1.58243545282438,4643862802.125569,19495957250.0,98.74594592838255,,,,14.509594313971451,21164711625.996876,17543174500.0,2.110928429708726,6108.617987293593,17274652250.0,6317.5,,6.65,10.725000000000001,72.99908536585367,59.10557366539058,0.994051942250772,3465550.0,1931573.75,55.734215484542325
1984 Summer Olympics,21,1984,Peru,PER,0,1,0,1,1738.0,1285220.0,0.29126261070140674,14.084416796875,77.54428343751192,772.25,4.625623988681705,2652131960.924823,14724.490412075,43.30767551363735,,,,69.33018510890187,19731212404.076553,14458.394803275001,0.21614199266639256,1095.668455009143,13712.330617425,1070.0,113.4831981658935,36.55,86.475,60.4075,53.825327791759,2.4892359952379177,18028053.5,11800155.75,65.43935817840128
1984 Summer Olympics,21,1984,Syrian Arab Republic,SYR,0,1,0,1,252.0,185180.0,0.000105173653235625,51.277576450103396,14.53029863696705,9961000000.0,15.498569185272924,3425338257.4718328,,45.26244899368338,23.642976881937276,36343000000.0,56.11177784027302,9.953419923598776,15617206968.02005,64781500000.0,6.843221850833507,1653.1374750873176,62407828422.75,1585.0,94.45962524414061,20.6,47.2,64.833,48.57028153323847,3.3521314923481373,9423793.0,4441456.75,47.119748743969126
1984 Summer Olympics,21,1984,Thailand,THA,0,1,0,1,1622.0,513120.0,0.7038454656763571,92.0666694396054,10.33802752955213,32524750000.0,4.0953363780791605,4591990867.687352,847414750000.0,50.84513923282943,29.71755547600025,,,7.445478915622037,35958031243.64838,796349005825.0,5.504239997153499,763.5543578918703,787086000125.0,777.5,103.001070022583,28.975,46.55,63.28625,59.270393558708996,1.9898869589844426,47035940.75,8161552.75,17.3476941742441
1984 Summer Olympics,21,1984,Türkiye,TUR,0,0,3,3,593.0,785350.0,0.07987292649258687,60.90573100061068,48.10085699566073,380191.75,3.9901504210614225,6789664003.283228,8227375.0,23.535854527582,26.150061369498523,4603900.0,48.871180082449925,47.88634377629748,66544186274.90908,9382400.0,2.73590173254325,1422.0582868776874,9178398.0,1625.0,96.91202036539714,42.3,96.2,63.4855,55.96806891638237,2.11888396176751,46874877.75,19475165.5,41.51699091907525
1984 Summer Olympics,21,1984,Venezuela,VEN,0,0,3,3,2044.0,912050.0,0.21928987053461838,18.034576838047702,,5957500.0,2.10917845934667,9091767441.860468,0.003059346,50.385686163600596,47.07724814382527,0.0016118112499999998,57.384234847063524,12.955064843439587,65184244186.0465,0.0028029225,-3.2300944349957175,4095.747171799435,0.0027734674999999997,3860.0,105.2083377838135,,33.825,68.8505,56.00705954608252,2.7541059458583375,15907398.5,12735798.5,80.04346148581186
1984 Summer Olympics,21,1984,Algeria,ALG,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Cameroon,CMR,0,0,1,1,1604.0,475440.0,2.197753580618005,18.813157644221626,12.541875136894514,36631250000.0,1.81398414116879,617479144.8484838,1996974972950.0,56.78097547332473,28.613352135181223,765189951500.0,38.31743425853905,12.072777964022501,6691740909.270998,1999274967050.0,7.3751059378336095,752.9319194145318,1824199970825.0,740.0,97.785436630249,50.075,102.775,51.58175,51.2023625555912,2.7979724278579026,8893167.75,2995630.75,33.6563830894332
1984 Summer Olympics,21,1984,Chinese Taipei,TPE,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 Summer Olympics,21,1984,Dominican Republic,DOM,0,0,1,1,1410.0,48670.0,0.7327245597513743,122.9137445663425,9.385660239305754,120500000.0,1.5630542450613725,690675000.0,8663894531.5,46.8615791879568,26.231352015917174,3535500000.0,44.407735942943,8.808761794935412,7952650000.0,7952650000.0,4.6438152416003575,1336.2176202890075,7688950000.0,1272.5,115.05901145935074,31.875,63.525,63.99875,54.41835525751275,2.3770168134300125,5937963.0,3108100.25,52.3275691484971
1984 Summer Olympics,21,1984,Iceland,ISL,0,0,1,1,1940.0,103000.0,0.5911474155150304,2.31852867830424,61.12873506843872,,,566383105.3858522,39309301500.0,68.64207022771731,,,,58.15316317124358,3324014998.3363547,38753219250.0,2.5040830737956474,14319.278989153174,37375380896.93807,15130.0,99.59803390502927,5.0,7.225,76.81286585365855,63.03074000225452,1.2150336276382423,232432.5,205668.5,88.48104476928708
1984 Summer Olympics,21,1984,Zambia,ZAM,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,Soviet Union,RUS,55,31,46,132,,17098240.0,,,,137300000.0,,,,,,,,,,,,,,,101.82048988342281,,19.675,68.47231707317076,67.73138405791987,0.7372498531389673,144351250.0,104303271.25,72.25279808044432
1988 Summer Olympics,22,1988,East Germany,GDR,37,35,30,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,United States,USA,36,31,27,94,715.0,9629090.0,0.7062402664619507,26.099333330421803,3.3521976417969,279236317522.02527,6.434108103772718,710062500000.0,4576205500000.0,17.2494679211782,,,,2.81542138938158,4452859500000.0,4452859500000.0,4.580828309310948,18617.055376423923,4422147250000.0,18542.5,102.50577735900899,6.825,10.5,74.62682926829272,66.75050981100546,0.8924849338129667,239042750.0,177838509.0,74.39421384325978
1988 Summer Olympics,22,1988,Republic of Korea,KOR,12,10,11,33,1274.0,99260.0,0.4215054686620047,425.16862948372375,2.633176730919795,4437000000000.0,4.974232219701283,11864435138.349499,97212550000000.0,56.71464730409515,34.540144936849224,45393050000000.0,45.090604244279675,4.6258042978977905,118930070202.55884,100411325000000.0,10.742648753801287,2895.02941948933,98728375000000.0,2875.0,,11.3,18.1,69.10853658536585,65.99378628908187,1.0496102222428316,41011766.0,26983054.5,65.7711689539299
1988 Summer Olympics,22,1988,West Germany,FRG,11,14,15,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,Hungary,HUN,11,6,6,23,589.0,93030.0,0.0,118.38037661326226,7.344043943323748,39000000000.0,3.624853499957815,,,,,,,6.05830605797264,23690887588.5248,1128365913367.6724,1.9977896555476113,2227.0194018672273,1089043354844.6002,2162.5,,14.425,18.75,69.2056707317073,65.92019011085405,-0.18008073656637477,10640028.25,6338819.5,59.57588484758507
1988 Summer Olympics,22,1988,Bulgaria,BUL,10,12,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,Romania,ROU,7,11,6,24,637.0,238390.0,0.0,98.94049774246767,,3026500.0,3.641436961847243,,,,,,,,38067567567.5676,82932500.0,,1658.75873899995,,,,,25.35,69.52219512195123,65.61036193685862,0.4273371312038545,22789954.25,12022512.0,52.75096366071515
1988 Summer Olympics,22,1988,France,FRA,6,4,6,16,867.0,549086.0,0.4778804264121443,105.4229858985065,4.8330816232084475,24649133023.009953,3.1343796685272576,155863455846.09,776853225000.0,45.70324521814263,25.253720978344397,471016250000.0,60.6370505088316,5.071778517106858,690880437114.639,776395025000.0,2.03020689692271,12143.776289145906,778124700000.0,11240.0,,4.475,8.425,75.425,65.81488455135892,0.5106427306923924,56817718.25,41822065.5,73.60690474966837
1988 Summer Olympics,22,1988,Italy,ITA,6,4,4,14,832.0,301340.0,0.257333991054448,192.41769661011202,7.6428298181825856,8834741750.0,1.9956182449709026,106984189359.40132,469820422500.0,39.109554907572495,,,,8.358547086113864,585397285053.7319,469992942250.0,3.018967658850795,10343.822007738872,468569657750.0,9355.0,,8.125,10.275,75.71262195121955,67.61336270070677,0.0167263134419861,56591968.75,37816440.5,66.8229858687808
1988 Summer Olympics,22,1988,People's Republic of China,CHN,5,11,12,28,645.0,9562950.0,0.6216409458891989,112.87220728037725,7.23383553065609,,,40679841368.21037,991703341890.0,21.082391227222352,43.03968259259558,284842500000.0,28.903891831531425,6.222069317166238,286318196217.8515,974990000000.0,12.30783071566821,270.2256238727212,976280000000.0,292.5,127.11257362365748,,43.175,66.70750000000001,64.17966604990366,1.4411929737745275,1059672500.0,255971568.0,24.141349792480476
1988 Summer Olympics,22,1988,Great Britain,GBR,5,10,9,24,1220.0,243610.0,1.055869950910867,234.009616417972,4.652159260648262,20381470549.887127,5.1438190741294,115951332376.279,433699979250.0,52.69546728834657,,,,5.10942933882363,574346880838.4015,398618250000.0,3.7111792613019925,10140.27743196271,420210908500.0,10390.0,,5.35,9.55,74.9042682926829,65.603601207098,0.20736514479703574,56613946.5,44368312.25,78.37013677900462
1988 Summer Olympics,22,1988,Kenya,KEN,5,2,2,9,630.0,580370.0,0.39750119743188,34.36518958428505,8.615653453437606,2992375000.0,2.8724971852494274,1238409743.2977176,111921700000.0,54.42337143241268,16.32002444305215,,,8.152544586589912,6884104555.352477,109667550000.0,4.792610407674859,351.07062363336826,105950029125.0,345.0,110.99318885803225,29.1,63.175,60.7515,47.64935396003555,3.6067944895264574,19558604.0,3404091.5,17.394322486876824
1988 Summer Olympics,22,1988,Japan,JPN,4,3,7,14,1668.0,377800.0,0.024739056551363225,332.14808239656554,1.2539136697915705,3181031250000.0,0.9615310594044398,261261953594.65326,337322400000000.0,21.125659573017153,,,,1.0346169175098163,1868419123861.2925,347652000000000.0,4.378399267245932,15402.616508023475,347467268905250.0,13695.0,,3.275,5.375,77.82292682926833,68.19694134149088,0.572161390923652,121117750.0,92965280.5,76.75528658983163
1988 Summer Olympics,22,1988,Australia,AUS,3,6,5,14,534.0,7741220.0,1.7640432711272127,2.0713174114523,7.069612808755211,6502000000.0,2.4854801533494753,35590016702.42835,256293250000.0,31.598602245494625,,,,6.5311661971185595,186761199803.303,249410250000.0,4.093176982692163,11740.8289361754,245477750000.0,12232.5,,5.6000000000000005,9.175,75.75987804878051,66.30874031047574,1.375070141950805,15912481.75,13586745.5,85.38472046276681
1988 Summer Olympics,22,1988,Yugoslavia,YUG,3,4,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,Czechoslovakia,TCH,3,3,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,New Zealand,NZL,3,2,8,13,1732.0,267710.0,0.8273696033550212,12.338023622346299,12.63665197603273,1224312500.0,2.3792784966814904,5186331052.082593,53625000000.0,57.42952627856842,32.42425334934705,30649750000.0,57.253885384894254,12.463203303448896,29331698285.455128,53303750000.0,2.521128716363686,9018.199035918173,50389250000.0,7957.5,,4.824999999999999,11.125,74.125,65.18771095877713,0.5800652579911543,3248725.0,2723888.0,83.8441547084281
1988 Summer Olympics,22,1988,Canada,CAN,3,2,5,10,537.0,15640500.0,1.1585035013182203,2.8998662664699126,4.20442596191075,10511250000.0,2.096584644519035,84061415013.60828,506222250000.0,52.312546716723546,,,,3.7019399836358273,383761371968.907,515744750000.0,4.2074366976112225,14749.867445604075,499493000000.0,14492.5,,5.025,7.875,76.47548780487804,68.44209285541274,1.0425042309517631,25999012.0,19860974.25,76.39006123104038
1988 Summer Olympics,22,1988,Poland,POL,2,5,9,16,600.0,312690.0,,121.8046483724575,17.462814047544576,35650000.0,2.94373243374174,,,,,,,,,,,,,,,12.75,17.525,70.7737804878049,65.02049755849455,0.7383612981162763,37307545.75,22588509.5,60.54411311046035
1988 Summer Olympics,22,1988,Norway,NOR,2,3,0,5,1414.0,385178.0,0.1404683505267845,11.394351447251674,6.956667237773505,15679500000.0,2.7817940065695725,14196150451.338425,559844000000.0,71.21215078876622,32.4768811302104,297795500000.0,51.940613640309145,4.519593810093813,75099465056.69814,571418500000.0,4.350364174996153,18033.0335366398,561248250000.0,17307.5,,4.5,8.25,76.11603658536585,64.33660420248003,0.3516030909191955,4161718.5,2968483.5,71.3279085219059
1988 Summer Olympics,22,1988,Netherlands,NED,2,2,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,Denmark,DEN,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,Brazil,BRA,1,2,3,6,1776.75,8515770.0,0.5192933947916575,16.37971405719455,198.39759678926526,24.630000000000003,1.3983617315774874,25928146040.319977,1491.540990117,19.100723183542428,43.76689307306623,608.75,41.702172522643124,201.4179920515385,234689377022.60602,1478.3819276363502,6.0674999999999875,1708.9753196494098,1479.22162627,1750.0,,29.325000000000003,61.324999999999996,64.17675,59.166608819192696,2.0896386064706975,136903943.25,98499028.0,71.92950849766399
1988 Summer Olympics,22,1988,Finland,FIN,1,1,2,4,536.0,338150.0,0.327235057301055,16.115340293509327,4.827471601012475,977250000.0,1.6625159592240075,13573226771.287525,59650000000.0,52.859183512955276,30.902604040142126,30627750000.0,50.53288836563292,5.682367284911873,68451068906.611855,60509250000.0,3.27067989673822,13934.107422279525,60217174500.0,12840.0,,4.199999999999999,6.075,74.4734756097561,68.00843429079512,0.38995836576597254,4908571.5,3118462.75,63.53047561645511
1988 Summer Olympics,22,1988,Spain,ESP,1,1,2,4,636.0,505990.0,1.2321008485182952,77.12103305702388,8.534422396246676,5258472500.0,2.7901161453086427,35042078348.80513,198924295250.0,38.5671809122829,,,,9.07080706116952,230576527161.933,199641429750.0,3.226641926824,5981.41485488197,196710978000.0,5407.5,,6.175,9.0,76.44835365853663,65.0509949839272,0.33393317432657,38517328.75,28361657.25,73.63227485681557
1988 Summer Olympics,22,1988,Türkiye,TUR,1,1,0,2,593.0,785350.0,0.15821477788347899,66.55231279965699,41.7049931843199,1595761.0,3.5236786766843577,5652975762.937682,41308800.0,33.214955432239826,28.59276814300245,22056700.0,48.96356914412915,42.727606016325325,72508369879.4608,45723450.0,6.86273034536773,1411.73443569444,44619673.0,1405.0,104.22437858581526,38.125,78.39999999999999,65.60075,57.549411723243196,2.17147631162646,51220656.5,23648132.75,46.138856454112826
1988 Summer Olympics,22,1988,Morocco,MAR,1,0,2,3,346.0,446550.0,0.1816874094996287,50.05765516468742,7.902126848562229,6233000000.0,4.520600114605455,3098265140.2804174,171268052000.0,54.90396581201672,29.01223879571815,75209758511.0,46.9841609923794,6.415088916736895,17760808164.630074,160150538200.0,5.343035021641821,786.9565582275392,155224998975.0,777.5,77.43482208251952,41.725,78.44999999999999,59.55425,54.86885912410612,2.2611934749584477,22340731.5,10072394.25,45.065678596496575
1988 Summer Olympics,22,1988,Austria,AUT,1,0,0,1,1110.0,83879.0,0.230153783848619,91.70746182743578,2.9900249605762177,1543250000.0,1.4630545867268825,16820188755.304926,106332385250.0,66.14068721485387,30.63247501277685,57787564250.0,54.299439540895,3.32517855211241,89791099452.5995,106370232750.0,1.5521286991398031,11863.102155829072,106392960500.0,10775.0,,6.324999999999999,10.35,74.1280487804878,67.50943438039866,0.04187231629862405,7567699.75,4503750.0,59.5119351576692
1988 Summer Olympics,22,1988,Portugal,POR,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988 Summer Olympics,22,1988,Suriname,SUR,1,0,0,1,2331.0,163820.0,-6.442386465571897,2.427308586801585,21.658902864003245,,,,,,26.0996793986868,1106000.0,61.142090662716896,4.314510734452035,902000000.0,1804000.0,-1.324999997396558,2314.18245799214,1801500.0,2312.5,124.79146385192875,,41.675,61.26049999999999,58.49229928657155,1.1711569620721607,389601.5,257959.0,66.21038228161608
1988 Summer Olympics,22,1988,Sweden,SWE,0,4,7,11,624.0,447420.11,0.4202498347363075,20.53238611409592,5.960324649954578,24531625000.0,2.6035835126274502,35041309236.3176,1016404511250.0,61.366647415264055,29.022669502795047,577168103750.0,56.15227258543243,6.271040348471166,139006328866.7315,1027917991500.0,3.1087687914494975,16610.747450151674,1007243341500.0,15197.5,,4.05,6.375,76.87676829268293,64.5458653874654,0.2055720023451929,8363656.0,6951591.25,83.11658713944773
1988 Summer Olympics,22,1988,Switzerland,SUI,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
