edition,edition_id,year,country,country_noc,gold,silver,bronze,total,AG.LND.PRCP.MM,AG.SRF.TOTL.K2,BX.KLT.DINV.WD.GD.ZS,EN.POP.DNST,FP.CPI.TOTL.ZG,MS.MIL.XPND.CN,MS.MIL.XPND.GD.ZS,NE.CON.GOVT.CD,NE.DAB.TOTL.CN,NE.TRD.GNFS.ZS,NV.IND.TOTL.ZS,NV.SRV.TOTL.CN,NV.SRV.TOTL.ZS,NY.GDP.DEFL.KD.ZG,NY.GDP.MKTP.CD,NY.GDP.MKTP.CN,NY.GDP.MKTP.KD.ZG,NY.GDP.PCAP.CD,NY.GNP.MKTP.CN,NY.GNP.PCAP.CD,SE.PRM.ENRR,SH.DYN.NMRT,SP.DYN.IMRT.IN,SP.DYN.LE00.IN,SP.POP.1564.TO.ZS,SP.POP.GROW,SP.POP.TOTL,SP.URB.TOTL,SP.URB.TOTL.IN.ZS
2008 Summer Olympics,53,2008,Estonia,EST,1,1,0,2,626.0,45230.0,13.613491326312724,31.87553078556265,4.541692940420285,197395744.12332398,1.5453810825041574,2688257945.172205,13759971000.0,134.11596477279176,26.366681532105154,7435988500.0,58.40013919580277,7.986539135118777,16433505591.1508,12774596750.0,8.41431126934814,12179.405461144699,11999529750.0,10540.0,103.20597457885725,3.2,5.3999999999999995,72.49603658536586,67.95213881461387,-0.5539800324963753,1351203.75,912534.0,67.53522704977834
2008 Summer Olympics,53,2008,Portugal,POR,1,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Trinidad and Tobago,TTO,1,1,0,2,2200.0,5130.0,5.508932869709431,255.40964912280674,6.705018962005317,653175000.0,0.589452332508768,,,,58.62171980452735,43900275000.0,40.4932197327008,9.171678341786935,17318415538.075848,109309505175.0,8.030314424085548,13244.201902625166,104393339850.0,12220.0,95.79410044352214,18.275,24.275000000000002,70.3245,72.72708036260937,-0.6723036641777305,1310251.5,724201.75,55.26964142985392
2008 Summer Olympics,53,2008,India,IND,1,0,2,3,1083.0,3287260.0,1.4638144264003992,391.3492533272343,5.045750021660755,1047028125000.0,2.7244919594722674,92748003834.18828,42155853690500.0,42.72905821323233,30.145837172857977,17623889420675.0,44.1522963825785,6.6731682402789225,921633204991.2252,39929369068300.0,7.891978718039927,789.5755844115744,39673776568500.0,750.0,113.330406188965,36.825,55.5,65.14975,61.963598585268144,1.60127715142502,1163555686.5,340646950.0,29.269796209578075
2008 Summer Olympics,53,2008,Islamic Republic of Iran,IRI,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Cameroon,CMR,1,0,0,1,1604.0,475440.0,0.6711891436004263,36.642647712127925,2.071541821918057,127755250000.0,1.2542228480264126,2159984829.9809027,10623880943975.0,46.7888872039945,27.868092165431026,5147529692675.0,48.326065778207806,1.0717532016038367,20793707437.6367,10647891682325.0,4.353576328303747,1198.2862505217,10437358655650.0,1155.0,107.50197410583473,32.975,72.55,55.123250000000006,52.80704685497982,2.7644957628464377,17321346.0,8476431.25,48.91839750905615
2008 Summer Olympics,53,2008,Panama,PAN,1,0,0,1,2928.0,75420.0,10.281442841521148,44.984850013451705,2.489283198305939,0.0,,2402733825.0,18674841975.0,138.52777345236024,17.1275922844402,13238807575.0,73.36944226602515,2.3303957818375776,18025316355.5942,18025316355.5942,9.865535196724633,5377.222819904935,16839666350.0,5157.5,108.85433197021474,10.025,17.15,75.27725,63.90957996810588,1.8695285124621925,3344173.75,2147052.75,64.19623957001457
2008 Summer Olympics,53,2008,Tunisia,TUN,1,0,0,1,207.0,163610.0,4.356505997025392,66.31331584706487,2.9605660405750873,613025000.0,1.39621493997546,5739309089.5194025,44819625000.0,93.79423099077518,27.02660381934765,24771025000.0,56.18416355308617,3.37193712155781,34187022600.897675,44082550000.0,5.418989268068768,3315.93287580502,41970875000.0,3190.0,108.06785011291524,13.075,18.625,73.7895,68.019015778512,0.9021209211626697,10302436.75,6735096.5,65.37058708423602
2008 Summer Olympics,53,2008,Sweden,SWE,0,4,1,5,624.0,447420.11,6.08106639583319,22.249058954970522,1.0998035504855554,41520000000.0,1.3665233684708675,104209058358.47826,2848427500000.0,85.1952473724032,24.79894956445595,1903101250000.0,62.492612900688,1.4623106855027106,422202520527.8525,3045686750000.0,3.718416262894885,46559.02364969022,3105672250000.0,46662.5,100.196382522583,1.875,2.8999999999999995,80.67317073170733,65.40506497753209,0.5243195438180688,9062925.0,7650608.25,84.41576928277993
2008 Summer Olympics,53,2008,Lithuania,LTU,0,3,2,5,656.0,65300.0,5.7172152202704725,52.65158742820678,3.3247203075760976,266385252.54865628,1.158670547206135,5472035170.65593,25351129250.0,115.60780130979825,29.766756710010398,13048302500.0,56.514250061210724,6.222868357549816,29673428977.0183,23083107500.0,8.176722900264588,9024.207204678776,22483687000.0,8250.0,102.4870109558105,4.1,7.050000000000001,71.29268292682929,67.19963150211109,-1.38392966908166,3300201.5,2199043.75,66.63434982299805
2008 Summer Olympics,53,2008,Nigeria,NGR,0,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Croatia,CRO,0,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Colombia,COL,0,2,1,3,3240.0,1141750.0,4.542922702239123,38.215098242451546,5.198212044200695,12182000000000.0,3.3554553922090675,22363866171.546,377210750000000.0,37.506594371918524,30.391634237044247,193413250000000.0,53.197176864646096,5.761481049968452,157678861525.806,363957500000000.0,5.904211641172558,3708.6044555599574,353291146367500.0,3347.5,124.24226760864224,11.5,18.475,73.291,64.83895680637272,1.36535559327849,42399651.5,32255585.25,76.07232972968222
2008 Summer Olympics,53,2008,Greece,GRE,0,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Armenia,ARM,0,1,4,5,562.0,29740.0,6.857413926905977,110.16684229013,3.724976720550809,72710825000.0,2.90102898134839,566814710.0681437,3160874175000.0,65.30388941066045,,,,4.595809705248588,6016959521.956078,2489074875000.0,12.824999999736574,1922.9818800409475,2606384272100.0,1772.5,105.80235481262226,12.299999999999999,20.7,72.95000000000003,67.98429026627025,-0.5970171943415166,3136450.0,2023277.75,64.50808676949231
2008 Summer Olympics,53,2008,Uzbekistan,UZB,0,1,3,4,206.0,444103.0,1.7868055036547976,60.8884567399913,,,,2589410825.890295,18277493250000.0,72.00160319193672,25.50472620357705,7421050000000.0,37.985686927933074,20.678012262940648,16494940291.871674,19374825000000.0,7.830857895737672,619.5384152246968,19622507209500.0,585.0,96.60060691833498,22.499999999999996,40.0,67.768,63.1882158719929,1.2929758189859175,26540344.0,13591653.75,51.20508935164735
2008 Summer Olympics,53,2008,Austria,AUT,0,1,2,3,1110.0,83879.0,11.961316410927823,99.86646570528364,1.9926119589798152,2244875000.0,0.8626250487790857,63953830751.18495,250622335000.0,96.57491468059138,27.597657656931652,156335790000.0,60.069751013827,2.140955169324908,333457221426.8943,260259634500.0,2.9825452964247123,40444.19775080293,260126525000.0,39380.0,102.47661590576149,2.8,4.05,79.64329268292687,67.70839483799298,0.5301561715044742,8240980.75,5520591.75,66.98936441132462
2008 Summer Olympics,53,2008,Ireland,IRL,0,1,2,3,1118.0,70280.0,12.105748895638593,61.33948686311512,3.364149875510795,939900000.0,0.532604642530481,37154794426.12405,159841054500.0,149.54542337512248,29.85180755440755,101387694000.0,57.1301067295692,2.0517333625689593,227127250319.68774,177138088750.0,5.706473471707155,53603.20081253042,153726897250.0,45242.5,103.0872917175295,2.9,4.275,79.09146341463415,68.54017883613892,2.3984956199256797,4225677.25,2562404.25,60.6295848916644
2008 Summer Olympics,53,2008,Kyrgyzstan,KGZ,0,1,2,3,533.0,199950.0,5.388558704632623,27.051760948905102,6.057887840837683,3434422725.0,3.0381506832133454,498206351.2287132,141143610000.0,111.67702659798249,18.973397083927424,48540083250.0,42.73733405604747,9.126371766443675,2827130198.3496623,112736925000.0,4.624267634501933,543.6667892356643,109790710125.0,490.0,95.54658317565918,19.0,33.25,67.925,62.769928373004674,1.0915411996946645,5188527.75,1831603.25,35.301067708685004
2008 Summer Olympics,53,2008,Serbia,SRB,0,1,2,3,,88360.0,9.357179581584163,84.57093528470156,11.315518202156632,47321000000.0,2.314243085748127,7445464335.434267,2481008225000.0,73.13149700979801,29.025736085142572,997143675000.0,47.67743246940235,11.171307118379776,33341493707.62855,2079314650000.0,6.080775318619462,4494.7158701736425,2044175915125.0,4140.0,101.77831649780299,5.5,7.65,73.13353658536585,67.53974241060848,-0.33310567984756423,7424268.5,4302110.0,57.94849326456267
2008 Summer Olympics,53,2008,Algeria,ALG,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Morocco,MAR,0,1,1,2,346.0,446550.0,2.5675923635513147,68.49025767421017,1.9507331225288103,18423250000.0,3.1660536425477876,12082289452.433474,622845150975.0,63.26682767978955,23.21505379573655,303429201550.0,47.04397231491555,1.6041693658759262,74449635026.81412,644107363975.0,4.748879418156817,2405.0640258789076,640820584850.0,2370.0,105.622922897339,23.975,35.900000000000006,68.94925,64.22258969423005,1.3294024377783074,30567202.0,17037128.75,55.7279199816539
2008 Summer Olympics,53,2008,Tajikistan,TJK,0,1,1,2,691.0,142550.0,9.275183242142404,49.95589811374675,9.34847185567614,134000000.0,1.13133632771605,306936305.7054597,11034760200.0,135.5037204420575,28.018862540831876,3664550000.0,40.92513260255715,18.811586286403486,2734566819.890505,8878375000.0,7.95000019684434,389.42198086613166,10496079875.0,415.0,96.97343444824219,20.4,38.85,66.88425000000001,58.0467298783098,1.9352037658733874,6991827.5,1855087.0,26.532229291871225
2008 Summer Olympics,53,2008,The Bahamas,BAH,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Chile,CHI,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Ecuador,ECU,0,1,0,1,2274.0,256370.0,1.1464958956666673,56.238693831534874,2.6216105609269,981000000.0,2.2732423428724875,4736881500.0,40837260500.0,63.18140964429382,33.00419727827915,22829670000.0,53.587687915300926,7.688404696588887,42753320750.0,42753320750.0,4.618645097297447,3054.4575495193626,40909964500.0,2842.5,108.31953048706075,10.974999999999998,19.15,74.00325,61.47897641194572,1.7270940419189724,13967442.0,8673988.75,62.0971454483142
2008 Summer Olympics,53,2008,Iceland,ISL,0,1,0,1,1940.0,103000.0,19.170557946685786,3.002882793017455,4.72096937433466,0.0,,4220030538.134988,1303904551000.0,72.79978012079751,20.83848073739415,713768517250.0,60.56202168666698,4.64669248492824,17685528419.558125,1176728558750.0,7.266221927311227,58562.1340635829,1105594000000.0,52685.0,98.93721580505373,1.525,2.35,81.27804878048782,66.54225651822208,1.8345840137956348,301039.0,277985.25,92.3428821067009
2008 Summer Olympics,53,2008,Malaysia,MAS,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Samoa,SAM,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Singapore,SGP,0,1,0,1,2497.0,701.75,22.201305944977697,6295.742406823318,1.2908231653410196,9176718750.0,4.046198433488,13943684144.807549,163028325000.0,410.4015242302912,30.60340339348445,148058650000.0,64.51569051379462,3.4052635901646076,143102607387.192,229003100000.0,8.833647667065915,32692.684034512247,219659325000.0,30890.0,,1.25,2.3249999999999997,80.01585365853657,76.08326768804648,2.724454995327945,4355597.5,4355597.5,100.0
2008 Summer Olympics,53,2008,South Africa,RSA,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Sudan,SUD,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Vietnam,VIE,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Egypt,EGY,0,0,2,2,18.1,1001450.0,6.452813875424358,82.26306569893009,8.275877951007102,16403775000.0,2.644401230205605,12362924633.743376,612300000000.0,61.84224030344602,35.009177744902956,272868150000.0,45.65107978171825,9.459588850305055,101576680630.15181,596575000000.0,5.623870425899822,1235.8789014186532,598318650050.0,1225.0,89.73208236694336,19.7,31.75,68.4215,61.555766779371424,1.98175811739165,81888768.75,35177368.25,42.95711306986443
2008 Summer Olympics,53,2008,Afghanistan,AFG,0,0,1,1,327.0,652860.0,3.32381299801881,38.06140740229672,9.3838120189407,7397125000.000008,2.22145520857006,,,,27.032974665730148,139282171000.0,40.06109801680073,12.977928275286619,7036949431.768732,347855656825.0,7.956888903823553,281.59740214695,352832009700.0,265.0,101.64668083190926,54.625,92.075,58.39150000000001,47.8112843422843,3.2700878426428828,24824791.75,4956916.75,19.9515949779466
2008 Summer Olympics,53,2008,Israel,ISR,0,0,1,1,435.0,22070.0,4.798464244245688,323.1619685767098,0.8598535913644998,41718250025.0,6.052192369488573,35761968692.649925,694380000000.0,77.64246404373908,21.315286577970326,458851388250.0,66.61267131348716,0.8306240936756841,157787417278.22253,689109545000.0,5.240165700241727,22525.857414961476,691125802000.0,23005.0,97.82845306396484,2.675,4.4,80.3390243902439,62.22056982374572,1.7686070113604124,6993225.0,6409665.0,91.65438657968608
2008 Summer Olympics,53,2008,Mauritius,MRI,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Republic of Moldova,MDA,0,0,1,1,450.0,33850.0,7.990571277088883,100.43932946266474,12.4070957973752,189531000.0,0.44001053894424025,609396007.1997845,60330595250.0,138.89948524811825,19.52635451707885,22106995750.0,52.228719102820904,11.664521783794948,3349005266.354842,41967000000.0,5.674999986379512,1161.4528681389545,46897422250.0,1187.5,,13.825000000000001,17.674999999999997,68.32775000000001,70.2049986089176,-0.25010173973824423,2885068.5,1135754.25,39.366559982299805
2008 Summer Olympics,53,2008,Togo,TOG,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 Summer Olympics,53,2008,Venezuela,VEN,0,0,1,1,2044.0,912050.0,1.2518809856141193,30.610705458874225,,6361650000.0,1.7468752212587049,19936936331.705452,3.0602984775,57.58986809970383,51.35309974441033,1.309371375,37.012044244382274,24.22764424921575,167951606194.10425,3.51321918,11.807562102451978,6193.144187632485,3.4928911225,5635.0,102.7220935821535,10.2,15.075,73.03675,63.218726746119124,1.64103745424948,27000172.75,23938450.5,88.65938510048298
2012 Summer Olympics,54,2012,United States,USA,48,26,30,104,715.0,9831510.0,1.7164062049323499,33.67296961875587,2.070109760340788,713241500000.0,4.762207215580805,2452306750000.0,15542145000000.0,28.422427109846723,19.6949360622001,11354588288000.0,75.82814653070055,1.4554672513141345,14974153853000.0,14974153853000.0,0.4491716138443785,48608.11703813035,15051897250000.0,49205.0,,4.125,6.300000000000001,78.4030487804878,67.47947843025054,0.8652601962704928,308020795.75,248498501.25,80.67563400441237
2012 Summer Olympics,54,2012,People's Republic of China,CHN,39,31,22,92,645.0,9562910.95,3.446677222001285,142.16380064901423,3.4815774486862328,682928352578.1173,1.750542179981395,893595038173.3479,37981335000000.0,50.232699223173704,45.730525993718075,17893915000000.0,44.84864056154067,5.679784941092695,5930311397956.027,39845007500000.0,9.782638369262688,4438.673352268617,39722245000000.0,4105.0,104.82592712881176,8.85,13.025,75.42675,72.82434482048605,0.5097964040202525,1334663750.0,655435172.5,49.09881667170687
2012 Summer Olympics,54,2012,Great Britain,GBR,29,18,18,65,1220.0,243610.0,3.22169022856411,258.451246228248,2.9579768676313325,40926946974.4515,2.5504785251013624,554832871341.9664,1633013000000.0,58.36638050188293,18.91638930530955,1139464500000.0,70.70290275936198,2.279121414150432,2636735177224.2554,1611851500000.0,-0.3812093791668303,42184.006015089726,1605253750000.0,44085.0,105.46567153930675,3.0500000000000003,4.5249999999999995,80.2512195121951,65.93581772893253,0.7772046726988753,62527110.0,50609449.25,80.93877976874978
2012 Summer Olympics,54,2012,Russian Federation,RUS,18,21,26,65,460.0,17098245.0,3.254502412027673,8.722597434674634,10.261988630582987,1719732500000.0,3.5229197451932475,299107774811.21655,43284800000000.0,50.05210799093993,29.881749445671076,24682487658000.0,52.84500246929595,14.658831642288455,1613583356745.2,46626652238000.0,1.5500011340552573,11294.607666015625,45221223866500.0,9962.5,95.65848204076,4.65,8.5,68.78975609756097,71.92108233683925,0.037274958473485824,142848844.25,105184836.5,73.63355798100406
2012 Summer Olympics,54,2012,Republic of Korea,KOR,13,9,8,30,1274.0,99947.5,0.8716281231840095,509.3512470709037,3.5989111577977853,31758625000000.0,2.4051950075874675,155844323463.11374,1298422600000000.0,91.22911214408512,33.73230557920175,734150625000000.0,55.61156957881655,2.6087053832365874,1143644856979.12,1321578550000000.0,3.623489930509887,23109.029333138,1323828225000000.0,23910.0,101.0497608184815,1.8,3.375,80.04268292682927,72.53966044306804,0.6352990880926073,49463323.25,40521691.25,81.92240905738456
2012 Summer Olympics,54,2012,Germany,GER,11,20,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Summer Olympics,54,2012,France,FRA,11,11,13,35,867.0,549087.0,1.5038120391180687,120.34910149364501,1.635800770816124,39163418546.425,1.96367821538299,656606525085.0295,2014559675000.0,57.14302396834317,17.98198448169835,1404977950000.0,70.39285681054602,1.0869212784768236,2785879351520.8647,1996014100000.0,0.4983802990954679,42954.37795300318,2045485725000.0,44080.0,103.028974533081,2.3499999999999996,3.125,81.6018292682927,64.72804999480115,0.5117538521282845,64862148.25,50020227.5,77.11782138938386
2012 Summer Olympics,54,2012,Australia,AUS,8,15,12,35,534.0,7741220.0,3.7829854649530374,2.8413569503924627,3.0859005978476253,24405125000.0,1.8319292636466074,209929536831.2935,1300844250000.0,42.614581493959804,26.014074316298476,838396750000.0,64.74210365094687,4.230846179455204,1136429108627.5356,1294814500000.0,2.5459040487387625,51969.83490404515,1244762500000.0,46052.5,105.3059101104735,2.8249999999999997,4.1000000000000005,81.63231707317073,67.40770776130907,1.7524945364186149,21828156.5,18810861.25,86.17498756820125
2012 Summer Olympics,54,2012,Italy,ITA,8,9,11,28,832.0,302069.0,0.57888593862966,201.7233335475015,2.107187366343328,24543925000.0,1.5100364183370298,454963973583.5065,1644062125000.0,51.372514556647545,21.801413300688175,1074589700000.0,66.10443910059536,1.6259384335520173,2269725752003.2627,1625783125000.0,-1.0259309092999236,38054.35744611785,1619765100000.0,37782.5,101.38327026367175,2.4250000000000003,3.4000000000000004,81.83658536585367,65.55682876297055,0.534858322614911,59653220.75,40650422.75,68.14362534093685
2012 Summer Olympics,54,2012,Hungary,HUN,8,4,6,18,589.0,93030.0,9.130649914985467,110.83521257654024,4.759925799198142,299242000000.0,1.0929089218056425,30055857194.226124,26462018250000.0,157.0881021854005,25.3186197174281,15472190500000.0,56.46543721842035,3.3680808745450523,140661812296.682,27405157500000.0,-0.690517287888166,14053.779843632125,26033566250000.0,13290.0,100.8090686798095,3.45,5.225,74.16829268292685,68.8308728929427,-0.20984512326553673,10008147.0,6894608.5,68.8913747862494
2012 Summer Olympics,54,2012,Japan,JPN,7,14,17,38,1668.0,377948.0,0.2072277948007422,351.1748971193415,-0.24336417287175227,4813593750000.0,0.9511701881385319,1072128692883.0068,504540875000000.0,29.303269124387125,27.7328987244296,360004900000000.0,71.10187097647432,-1.2459793532724175,5597097793618.912,506435425000000.0,-0.6989494790782971,43728.38399750467,520072825000000.0,42497.5,,1.15,2.425,82.7382317073171,63.64596137851325,-0.03283379538069865,128003250.0,115487790.0,90.2228240950485
2012 Summer Olympics,54,2012,Islamic Republic of Iran,IRI,7,5,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Summer Olympics,54,2012,Netherlands,NED,6,6,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Summer Olympics,54,2012,New Zealand,NZL,6,2,5,13,1732.0,267710.0,0.7281103959573738,16.4227526489689,3.10113275304308,2353859091.380327,1.186211106987915,28043540673.7614,197433000000.0,59.1381615497485,21.866537240628475,129312000000.0,64.52252744190046,2.7524512150067073,142618344347.45026,200434500000.0,0.62440699610039,32948.78574554433,190066250000.0,30112.5,99.1236743927002,3.1000000000000005,5.199999999999999,80.77865853658535,66.1998153319647,0.9306588211894324,4324275.0,3713358.25,85.87275659261728
2012 Summer Olympics,54,2012,Ukraine,UKR,5,4,10,19,565.0,603550.0,4.609014516832827,80.35574552924118,14.609077470091975,27798327775.0,2.6283900996170346,28322063265.852673,1152796750000.0,95.5457147798335,25.8329177034744,599461000000.0,54.465731727909876,17.376295063259448,155051387433.1065,1101906000000.0,-0.8389227841754228,3330.3061523437527,1048849000000.0,3017.5,100.34368394273177,7.075000000000001,11.7,69.58,70.87571969299013,-0.40428199011115223,46551690.5,31918056.0,68.56529497911714
2012 Summer Olympics,54,2012,Cuba,CUB,5,3,7,15,1335.0,109885.0,,106.0238762417635,,2097150000.0,3.2641070548983198,22497444444.44445,62975000000.0,41.270893263948054,22.53577645216735,46485250000.0,72.56295930402628,1.4538645288907517,60584143518.518524,64051075000.0,2.6901966513427498,5363.022043243358,62752525000.0,5217.5,100.74332463831975,2.8499999999999996,4.95,77.775,69.66554695897348,0.03165058500315503,11296365.25,8646696.0,76.5440159281332
2012 Summer Olympics,54,2012,Spain,ESP,4,10,6,20,636.0,505485.0,2.2810771345226457,92.94103859758931,2.1958741854159327,14687510000.0,1.3583437489643302,303628276456.1465,1100385000000.0,53.46750359343208,23.96055475203255,716324000000.0,66.1785825564116,0.7075514263330684,1512065194154.52,1082814250000.0,-0.8866914114983071,32591.60832936375,1061304250000.0,32032.5,101.64249229431151,2.125,3.2249999999999996,81.68841463414637,68.3607706370394,0.8242032952898805,46409161.5,36378923.5,78.3858374165079
2012 Summer Olympics,54,2012,Jamaica,JAM,4,5,4,13,2051.0,10990.0,4.161339392229903,253.27082179132051,12.945373237964604,10289018750.0,0.9249817389143605,,,,18.503584041741476,743283750000.0,66.75312243801154,10.202434535326944,13373767766.315025,1114061000000.0,-1.2209523747269682,4875.199078911584,1067134454025.0,4567.5,98.53516571487557,15.049999999999999,17.375,71.86075,66.72205504729217,0.42649456226486626,2742923.0,1471876.5,53.6598457332087
2012 Summer Olympics,54,2012,Czechia,CZE,4,4,3,11,677.0,78870.0,3.2248327091460527,135.29826621753978,2.6919968909746927,48285475000.0,1.1999052808065298,44139675891.70735,3898598250000.0,125.11535009351475,33.17783118258917,2238254000000.0,55.572181737113105,0.9913145663263013,221519048365.562,4027844000000.0,0.5752474644159675,21200.4174194625,3738279500000.0,19072.5,101.20277595520025,1.75,2.8000000000000003,77.3378048780488,70.3198346252565,0.4743128489817327,10449759.25,7667783.0,73.37785863322513
2012 Summer Olympics,54,2012,South Africa,RSA,4,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Summer Olympics,54,2012,Democratic People's Republic of Korea,PRK,4,0,3,7,1054.0,120540.0,,207.05938460260774,,79995000000.0,,,,,,,,,,,,,,,101.156799316406,15.7,23.3,70.00574999999999,68.46831512387675,0.45382464782294546,24932020.5,15020264.75,60.24403530499748
2012 Summer Olympics,54,2012,Brazil,BRA,3,5,9,17,1761.0,8515770.0,3.1310707853346624,23.0743298150067,5.560451306205325,54432750000.0,1.482951976229535,388883218854.8428,3699632393263.06,24.017532078099375,22.83347867528535,2124000111567.0725,57.78275307121342,8.208491507603098,2046961600268.41,3676267860955.202,4.117758085674275,10596.72554435457,3580642931837.2925,9260.0,,11.325,16.4,73.5985,68.48100365805438,0.8770784961889124,192858479.0,162411648.75,84.20996624633995
2012 Summer Olympics,54,2012,Poland,POL,3,2,6,11,600.0,312680.0,3.3545596302748977,124.38547764773925,3.695114889711645,25426500000.0,1.7920194817705926,92305974912.4518,1455852750000.0,81.1732049222754,29.71737743521735,785100250000.0,55.414586513031246,3.11671913217267,495615919156.49176,1417912000000.0,3.8558223335928,13010.065465581349,1374747750000.0,12532.5,98.5390682220459,3.7,5.299999999999999,76.0451219512195,71.21237807815444,-0.03760970148820105,38095852.75,23208912.25,60.922284712312376
2012 Summer Olympics,54,2012,Ethiopia,ETH,3,2,3,8,848.0,1136243.0,1.003528441369898,79.13509247503133,23.559888458495784,4429875000.0,1.24127463573297,3296964720.84367,591615224000.0,48.232935411689,9.747526265640799,150095199100.0,39.96401894249782,18.991133943927323,30347713793.73315,372281682450.0,10.8299773626365,339.65738563401277,371590466575.0,337.5,90.23356370103788,38.15,60.625,59.188,51.350865880676125,2.8531840369887975,89309947.0,15484732.0,17.325586318969748
2012 Summer Olympics,54,2012,Kazakhstan,KAZ,3,1,7,11,250.0,2724902.0,9.291082281997516,6.199687280068158,10.07733664631866,214689500000.0,1.0521577242869051,15807676472.018898,16853414150000.0,79.32924876467905,39.13755916039108,10657422625000.0,51.6672880576453,16.428216736269704,147356037162.769,20779783975000.0,4.800000001094915,8785.445301989774,18008415560500.0,6922.5,99.35974889629591,12.7,17.625,67.896,68.05167304732045,1.21378871451759,16737295.75,9073973.0,54.21262737575795
2012 Summer Olympics,54,2012,Croatia,CRO,3,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Summer Olympics,54,2012,Canada,CAN,2,6,10,18,537.0,15640500.0,2.50358945437103,3.77059652515897,1.8396860267755146,20838187500.0,1.25267605793458,333679481353.8247,1679234250000.0,62.05121511491727,26.977127869078824,1083745250000.0,65.03378049170036,1.9411218268104073,1584571207634.9302,1667120750000.0,1.0770802130087667,46842.415330133095,1637661750000.0,44960.0,98.97809982299808,3.7749999999999995,5.0,81.1489024390244,69.33541846745817,1.0788345286618324,33805622.5,27352577.75,80.90932753744188
2012 Summer Olympics,54,2012,Belarus,BLR,2,5,3,10,618.0,207600.0,4.051229389198088,46.793355090827816,22.186994794701974,2455450000.0,1.3479870939283973,8926315552.620197,19741275000.0,128.03183785911276,36.6045184957377,7973702500.0,41.9431321115745,28.14344972365992,57654890135.9937,18739822500.0,5.924996627304353,6072.75049454459,18448523300.0,5907.5,100.56830922293975,1.925,4.449999999999999,70.45548780487806,71.0323955211248,-0.26103404142772624,9494511.75,7057944.0,74.33850692784341
2012 Summer Olympics,54,2012,Kenya,KEN,2,4,7,13,630.0,580370.0,1.0069252198412952,72.02633359103208,13.364455690269267,47889125000.0,1.4326635786350574,5798198537.67709,3660404000000.0,53.080070946234876,18.801742499847325,1876736500000.0,55.18782888481558,13.638050989055209,42629364863.7831,3379711000000.0,4.179700570934632,1037.7939790683074,3056352750000.0,900.0,107.5111045837405,23.474999999999998,41.8,60.65899999999999,54.22098688097182,2.9256209693795423,40993067.5,13019561.0,31.755514992457876
2012 Summer Olympics,54,2012,Denmark,DEN,2,4,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012 Summer Olympics,54,2012,Romania,ROU,2,4,1,7,637.0,238390.0,3.0403020535208425,88.35228405841,6.3297231434916155,7056975000.0,1.2851498135531625,28417437177.636024,593024450000.0,67.46788782487373,37.92868932768025,251441775000.0,45.83502070125897,7.505282802367741,187778698321.5355,549608375000.0,1.09513463469417,9235.955853794276,543564414925.0,8967.5,99.44869613647455,5.7,10.85,73.43597560975613,68.53139630220045,-0.8963241985747965,20324940.25,10938801.25,53.82050276495615
