§title§date§href§text
2§La vendettadella golden stoccata§0000-00-00§http://www.repubblica.it/online/olimpiadi_zucconi/vendetta/vendetta/vendetta.html?ref=search§"I risultati
Gli azzurri
I record
La storia
Calendario
Da vedere
Il diario
La vendettadella golden stoccata
di VITTORIO ZUCCONI 
SYDNEY - Nella sera della vendetta piccola ma deliziosa, il mondo si rovescia, finalmente a nostro favore. D'Artagnan diventa Del Piero e grazia un avversario già morto. L'Italia di Sydney diventa la Francia di Rotterdam. E nella pienezza del nobile spirito olimpico che in queste ore tutti ci ispira e ci affratella, possiamo questa sera dire in coro agli amici Francesi: beccatevi questa stoccata, dolcissimi cugini. Provate adesso voi, per una volta, il gusto di essere derubati di una vittoria a 26 secondi dalla fine, esattamente come voi ci derubaste del titolo Europeo in Olanda. 
Rota ha vendicato Rotterdam e quelle facce sgonfie e sbalordite dei loro impietriti moschettieri che sembravano di colpo invecchiati di 20 anni, erano il ritratto preciso delle nostre facce, quella sera sciagurata di luglio. Strano come una spada possa, da questa parti, diventare un boomerang. Nulla dispiace ai Francesi quanto perdere contro ""Les Italòs"", cosa che, sfortunatamente per noi, gli capita di rado, e niente, di conseguenza, ci rallegra più che umiliare quando ci riusciamo i ""Coqs"", i galletti, a qualsiasi gioco e sport possibile, sia esso l'umile ""petanque"", le bocce, la briscola, la bèlotte, la scherma, il calcio o il nuoto. 
E quando la vittoria assume il sapore di un furto o di un miracolo, se preferite la retorica sportiva, come quelle stoccate finali del meraviglioso e sbalordito poliziotto milanese Rota inflitte a un tale Obry quando il risultato era, in termini calcistici, un due a zero a un minuto dalla fine, il piacere della vendetta è ancora più squisito. Cannavaro e Toldo possono da ieri sera dormire un po' più sereni: come vedete, mes chers gar[e7]ons, la fregatura può capitare a tutti. Basta riavvolgere e rivedere la cassetta della finale, per gustare l'enormità del bidone che abbiamo gaudiosamente inflitto ai figli di Dumas e di Rostand. Fino all'ultima stoccata, i quattro spadisti francesi avevano dominato i nostri come gli Azzurri di Zoff avevano surclassato ""Les Bleus"" dello svogliato Zidane nella serata olandese. Il signor Hugues Obry da Saint Gratien, medaglia d'argento inviduale nella spada, aveva già infilzato sei volte Maurizio Randazzo e sforacchiato per ben sette volte Paolo Milanoli nella serie finale e deve essergli scappato un po' da ridere quando si è trovato davanti nell'ultimo duello Rota Alfredo detto ""Alfio"", poliziotto con diploma di licenza media, scuola dell'obbligo. 
La France aveva accumulato tre stoccate complessive di vantaggio, un muro, e Rota Alfredo detto Alfio ne aveva prese tante da tutti gli altri francesi, da un tale Srecki, che lo aveva bucato quattro volte e poi dall'altro francesissimo Monsieur di Martino (a proposito di incerte appartenze anagrafico sportive) che lo aveva punzecchiato tre volte. Neppure Dumas avrebbe potuto immaginare un duello più impari.
Ma per nostra somma e malvagia gioia, D'Artagnan è diventato Del Piero e il poliziotto milanese è diventato la infallibile Guardia della Regina. Il Del Piero francese si è mangiato occasione dopo occasione per finire l'avversario e raggiungere un bersaglio grosso come il Rota che è alto un metro e 85 per 80 chili, cinque più del francese, dettaglio importante nella spada dove tutto il corpo è bersaglio valido. E' stato incapace di metterne dentro una sola, una che fosse una, finendo la sua gara con l'unico punteggio zero di tutta la giornata, contro i tre gol di Rota Alfredo detto Alfio. E nelle ultime sequenze del duello, davanti a una squadra italiana impazzita nell'orgasmo dell'incredulità e a una squadra francese che si sgonfiava progressivamente come un soufflè sforacchiato, il passaggio del tempo assumeva quella lentezza fatale che avevamo visto in Olanda, diventando davvero, come intuirono i filosofi e poi confermarono gli astrofisici, una misura dell'anima, tessuto elastico e flessibile. C'è sempre, nello sport, un momento così, brevissimo e abbagliante nel quale tutto diventa ineluttabile e si materializza nell'aria una certezza fatale di vittoria o di sconfitta che non ha spiegazioni tecniche. 
E' il momento del rigore di Baggio a Pasadena e di Giggi Di Biagio nella Parigi 98, quando tutti noi tifosi italiani avemmo la assoluta premonizione che li avrebbero sbagliati. E' la bracciata affannosa di Fioravanti che il tempo si ferma pazientemente ad aspettare allungandosi per dare a lui ""stanco morto"" come confesserà poi, tutto l'agio di toccare per primo. Ed è il minuto finale di Rotterdam che nella sua abbagliante fatalità rimbambisce il povero Montella che non riesce a perdere secondi preziosi, che congela le membra di Cannavaro e paralizza Toldo che languidamente si allunga su una palla che tutti sapevamo, prima ancora che partisse dal piede di Wiltord, sarebbe finita dentro.
E così è stata l'ultima stoccata del miracoloso Rota Alfredo detto Alfio (hobby: le corse in automobile) sospesa in un millisecondo durato in eterno, mossa verso il bersaglio dal senso di infallibile ironia del destino che ogni tanto salda qualche conto con se stesso, ride delle nostre coronarie e delle nostre agitazioni sportive, e, come avrebbe detto quell'altro nasuto e sconfitto spadaccino francese, giusto al fin della licenza, tocca. 
(19 settembre 2000)"
3§Highlanderd'Italia§0000-00-00§http://www.repubblica.it/online/olimpiadi_i_protagonisti/milanoli/milanoli/milanoli.html?ref=search§"I risultati
Gli azzurri
I record
La storia
Calendario
Da vedere
I protagonisti
Highlanderd'Italia
di LEONARDO COEN 
SYDNEY - ""Ci vuole un teatrante come Paolo Milanoli per lanciare la scherma nella hit parade del gradimento"", sostiene il manager tedesco Mick Moebus che vuole creare un circuito professionistico di schermidori sul modello dell'Atp, l'associazione tennistica che raggruppa i più grandi campioni del pianeta. ""Spettacolo, invenzione, tecnica sapientemente miscelati, ecco la formula ideale. Regole semplici che il pubblico televisivo possa subito capire, ed è fatta"". Gli sponsor? ""E' una questione di organizzazione, di management"", risponde il tedesco, ""che deve riguardare anche le federazioni nazionali, troppo ancorate a schemi e modelli obsoleti"". Il discorso è vecchio, si ripete ad ogni Olimpiade. Finite le quali, tutto resta come prima.
Salvo la novità di un personaggio come Milanoli detto Highlander. Gli è bastato un giorno indovinato, una diretta mondiale in tv e le sue ""mattane"" sono diventate già un cult televisivo: ""La mia professoressa d'inglese, quando frequentavo le scuole medie, diceva che io soffrivo di una pericolosa manìa di protagonismo"", risponde lui, ""ed è vero, ma è anche vero che io non perdo mai di vista quello per cui sono stato ingaggiato. Non importa il come, importa che cosa si ottiene"". Il suo credo professionale è forse banale: ""Normalmente cerco di unire l'utile al dilettevole"". Il risultato con il divertimento di chi guarda. 
Genio e sregolatezza, un déja vu... Ma in tempi di magra come questi, ben venga Highlander che conquistò il soprannome per via di una spregiudicata teoria sulla necessità di ritornare a dirimere le questioni personali e quelle di principio affidandosi alla legge dell'onore, al duello dietro il muro di cinta del cimitero: ""Ho rischiato d'essere cacciato dalla Polizia, meglio non ritornare sull'argomento"", dice ora che ha acchiappato la medaglia d'oro della spada a squadre. Però...
E' un ragazzo abbastanza figo, ed infatti circola con una ragazza assai carina. E' facile di lingua come di spada, ha un volto fotogenico, potrebbe cambiar mestiere senza difficoltà: invece si accontenta dei due milioni e mezzo al mese che la polizia gli passa. Soldi ben spesi, visti i risultati. E' nato ad Alessandria, vive a Novara, ha l'hobby degli scacchi e del computer, il suo libro preferito è l'Idiota di Dostovjieski, e anche questo la dice lunga su di lui: ""E' un pazzo"", sostiene l'amico Alfredo Rota, il leader del gruppo che ha conquistato la medaglia d'oro conservando così il titolo di Atalnta, ""ma che sarebbe la vita senza della sana follìa?"". Se un tipo come Milanoli avesse fatto, sulla pedana di Darling Harbour, delle cose coerenti con la tradizione della scherma, probabilmente non avrebbe mai fatto nulla di interessante. 
(19 settembre 2000)"
4§Fioretto, due azzurrea caccia di medaglie§0000-00-00§http://www.repubblica.it/online/olimpiadi/schermafinale/schermafinale/schermafinale.html?ref=search§"I risultati
Gli azzurri
I record
La storia
Calendario
Da vedere
Giovanna Trillini e Valentina Vezzali in semifinaleSicuro almeno un podio. In pedana alle 8.30
Fioretto, due azzurrea caccia di medaglie
SYDNEY - Stoccate da medaglia, quelle che stamattina tireranno Giovanna Trillini e Valentina Vezzali. Dopo il trionfo dei quattro moschettieri azzurri della spada (Randazzo, Milanoli, Rota, Mazzoni) è ancora una volta la scherma a promettere all'Italia almeno un nuovo podio. Nel torneo individuale femminile di fioretto le due azzurre hanno infatti conquistato la semifinale. E entrambe scenderanno in pedana, alle 8.30 ora italiana, per sapere per quale delle medaglie si batteranno nelle due finali.
Una buona notizia, che permetterà all'Italia di aumentare il bottino in una specialità nella quale ad Atlanta gli azzurri avevano strabiliato e che invece a Sydney ha dato un po' meno delle aspettative. Giovanna Trillini e Valentina Vezzali hanno invece dimostrato che nel fioretto la scuola italiana ha ancora molto da dire. La prima ha battuto nei quarti la cinese Xiao per 9-8. Le seconda si è invece sbarazzata, con lo stesso punteggio, della rumena Szabo.
Niente da fare, invece, per la terza fiorettista azzurra. Le Olimpiadi di Diana Bianchedi si sono infatti concluse nella notte, ai quarti di finale: è stata eliminata dalla rumena Badea (strafavorita della specialità) con il secco risultato di 15-4.
(21 settembre 2000)"
5§"La ""piccola"" Italiasi veste da superpotenza"§0000-00-00§http://www.repubblica.it/online/olimpiadi_il_punto/mercoledi21/mercoledi21/mercoledi21.html?ref=search§"I risultati
Gli azzurri
I record
La storia
Calendario
Da vedere
Il punto
La ""piccola"" Italiasi veste da superpotenza
 
ORO, tanto oro, e poi bronzo, tanto bronzo: il medagliere olimpico si colora d'azzurro come non accadeva da tempo immemorabile. Tanti successi e tutti in una giornata, robe da segnare in maniera indelebile il calendario dei Giochi. Il 21 settembre è il giorno dell'Italia e non c'è spazio per nessun'altro. La bicicletta di Antonella Belluti, il fioretto di Valentina Vezzali, le braccia di Max Rosolino: sono loro i supereroi che volano sui cieli dell'altra parte del mondo.
Tre vittorie, tre lampi che fanno schizzare alle stelle le azioni del nostro sport. E subito dietro ci sono la Trillini, ancora nella scherma, la Pierantozzi, nel judo, e la coppia Martinello-Villa, ancora nel ciclismo. Quasi troppo per una manciata di ore, quasi troppo per una nazione ""normale"", che per un giorno si traveste da superpotenza. Come se fossimo gli Stati Uniti, da sempre padroni indiscussi del medagliere olimpico. Per loro sarebbe normale una vetrina così ricca, per noi no. 
Siamo ad un passo da Atlanta e non siamo ancora a metà del percorso: sognare non costa nulla. A questo punto è giusto togliere tutte le barriere, basta previsioni risicate, basta pronostici legati alla dura legge della logica. Da oggi la fantasia corre libera, aspettando, tanto per fare qualche nome, i ragazzi del volley (belli e vincenti anche oggi), i piccoli ""canguri"" di Tardelli e i granatieri della pallanuoto.
In una giornata così passa quasi in secondo piano la fuga misteriosa e tormentata della Perec: la ""venere nera"" dell'atletica che probabilmente non ha retto alla pressione della rivincita obbligata. A Sydney doveva rinascere, doveva riprendersi il suo treno dopo un periodo di crisi: invece esce di scena nel peggiore dei modi. In lacrime, nella notte, inseguita dai paparazzi e dalle polemiche. Lei che era abituata a correre davanti a tutti con lo sguardo fiero e la testa alta.
(21 settembre 2000)"
6§Kim il coreanoche salvò il fioretto§0000-00-00§http://www.repubblica.it/online/olimpiadi_i_protagonisti/corea/corea/corea.html?ref=search§"I risultati
Gli azzurri
I record
La storia
Calendario
Da vedere
I protagonisti
Kim il coreanoche salvò il fioretto
di LEONARDO COEN 
I TRE moschettieri? Tutta retorica, buona per chi non sa scovar di meglio quando si tratta di parlare della scherma, arte nobile e démodé. Ma non veniteci più a raccontare che la scherma sta per morire, che è venuto il momento di accantonarla, di riporla nel cassetto dei bei ricordi di un tempo che fu. Forse nel Vecchio Continente si tira sempre di meno e il fascino del ""ferro"" viene associato all'idea della violenza fine a se stessa (i duelli all'ultimo sangue). Qualche anno fa, per cercare di far uscire dal torpore questo splendido ed elegante sport si è portata la scherma persino in discoteca: successe dalle parti di Bergamo, nel novembre del 1996. Ma nel resto del mondo, la scherma è uno sport rampante, uno status symbol, un bel gioco che piace ai ragazzini.
Maestri francesi ed italiani sono emigrati per insegnare i trucchi del mestiere agli aspiranti spadaccini di paesi che il fioretto l'avevano visto solo al cinema. E a furia di esportare le conoscenze e la sapienza antica di come infilzare l'avversario, gli allievi hanno cominciato a soppiantare i loro vecchi maestri.
Fino al colpo di grazia di mercoledì sera 20 settembre dell'anno Duemila. Una data epocale per la scherma.
Alle sette e venti della sera, per la prima volta nella storia delle Olimpiadi, un coerano di ventinove anni, alto un metro e 80 che si chiama Young-Ho Kim (chi non si chiama Kim in Corea?) e che fa l'impiegato ha sbaragliato senza alcun timore reverenziale personaggi mitici del fioretto come l'ucraino Sergiy Golubytsky, geniale interprete del fioretto, oro a Barcellona nel '92, talento imprevedibile, infliggendogli un umiliante (e sconcertante) 15 a 5. Poi si è sbarazzato facilmente del russo Dmitri Shevtchenko che a sua volta aveva beffato il nostro Salvatore Sanzo, autore di uno stolido harakiri perché stava conducendo l'assalto 14 a 10 ed era riuscito a perderlo. In finale l'irruente coreano si è trovato di fronte l'attuale numero uno delle pedane fiorettistiche, il coriaceo tedesco Ralf Bissdorf. Un duello serrato, difficile, equilibratissimo: all'ultimo minuto i due stavano sul 14 pari. Ad un punto dalla leggenda. Con una perfida stoccata proprio giusto in extremis, mentre stava per finire il terzo tempo regolamentare, Kim ha giustiziato Bissdorf.
Primo storico oro nella scherma della Corea. Prima volta di un asiatico. Il medagliere olimpico, dal 1896 ad oggi, contava vittorie di dodici nazioni, undici delle quali europee.
L'eccezione è Cuba (6 ori), ma dietro il fenomeno cubano ci sta l'influenza coloniale spagnola, e una tradizione di scuola legata all'Italia e alla Francia.
Non a caso i quotidiani australiani hanno segnalato il successo del coreano con titoli maliziosi: ""Korean foils the European monopoly on individual gold"", la fine di una supremazia che rischiava di ghettizzare la scherma. In questo senso, l'impresa di Kim acquista un valore assoluto che va ben oltre il mero risultato. Si può dire che la sua vittoria - campanello d'allarme per francesi ed italiani, per tedeschi ed ungheresi, per russi e cubani, cioè i grandi sconfitti - abbia salvato il fioretto, disciplina assai tecnica e dalle sofisticate regole, e con il fioretto l'intero movimento schermistico, dal rinchiudersi in se stesso, quel rimanere ingabbiato in una spesso presuntuosa velina aristocratica ed esclusiva.
La nuova scherma emergente affonda le sue recenti radici negli immensi serbatoi giovanili delle scuole e delle università: Kim è il frutto delle sale di tiro dell'ateneo di Taejun, il suo club si chiama Taejun Development Corporation (questo il nome ufficiale in inglese, quello in hangul, la lingua coreana, mi è ignoto), è un mancino che ha iniziato a dodici anni, ha passioni assai semplici come la pesca e il cinema, è uno che in pedana sa soffrire, ha infatti continuato a tirare nonostante le distorsioni al ginocchio e alla caviglia, gli capitò qualche mese fa. Nelle classifiche mondiali figura al terzo posto, è stato secondo ai Mondiali in Sudafrica del 1997, ha vinto il suo primo torneo di Coppa del Mondo a Teheran, e anche il luogo della gara la dice lunga sulla nuova geopolitica della scherma. Perché ha scelto questo sport, gli abbiamo chiesto: ""Perché è super"".
Pure il linguaggio è quello universale delle ultime generazioni Internet e McDo. Una passione che Kim vuole prolungare anche dopo la fine della carriera agonistica: ""Voglio diventare un maestro d'arma rispettabile e dotato, come lo è stato con me il mio maestro Hun-Soo Kim.
Mentre da un Kim all'altro in Corea sarà tripudio, segnalo la giornata felice di un petrolarabo che alle corse dei cammelli, agli indici azionari, all'Opec, alle rinnovate tensioni del Golfo Persico, alle minacce di Saddam Hussein ha fatto la sua scelta esistenziale: diventare un provetto fiorettista. Ali Abdul Muhesn ha 24 anni, ha studiato informatica a Kuwait City, è un valente programmatore, si è qualificato per questi Giochi di Sydney dopo aver vinto i Giochi Asiatici del '92, del '93, del '94, del '96 e del '98. E' il pupillo dello sceicco Ahmad al Fahad, presidente del comitato nazionale olimpico locale, ha ricevuto il premio di miglior atleta asiatico del 1996 ed è stato nominato migliore atleta arabo nel 1998. Insomma, dalle sue parti, un autentica star che non ha preferito imboccare la strada di sport più popolari come il calcio o la motonautica (i kuwaitiani coi fuoribordo sono tra i più forti del mondo). Settantesimo ai mondiali del 95, il suo nome non si trova nella lista dei migliori cento fiorettisti, mentre quello del suo primo avversario, il giapponese Naoto Okazaki, sì, seppure in fondo. Ali lo ha battuto ed è stato così il primo spadaccino del Kuwait ad entrare nei sedicesimi di finale di una Olimpiade.
(21 settembre 2000)"
7§Le ragazze del fiorettonon hanno rivali§0000-00-00§http://www.repubblica.it/online/olimpiadi/fiorerosa/fiorerosa/fiorerosa.html?ref=search§"I risultati
Gli azzurri
I record
La storia
Calendario
Da vedere
Terza medaglia d'oro consecutiva in tre OlimpiadiSconfitta nettamente in finale la Polonia
Le ragazze del fiorettonon hanno rivali
SYDNEY - Finisce come doveva finire, come è ormai abitudine da tre Olimpiadi a questa parte. Con le italiane sul gradino più alto del podio a cantare l'inno di Mameli: Valentina Vezzali, Diana Bianchedi e Giovanna Trillini. Cantano e si tengono per mano, cantano e stonano. Tanto che Giovanna Trillini deve richiamare Diana a fare almeno uno sforzo per seguire la musica, per non correre troppo con le parole di quell'inno che nessun atleta canta mai, ma che loro sembrano conoscere benissimo.
Cantano e alla fine sventolano un tricolore: ""Scherma, 100 medaglie olimpiche"", c'è scritto sopra. E' un altro dei tanti traguardi storici centrati da queste favolose fiorettiste: nessun'altra disciplina ha regalato tanto al medagliere azzurro da Atene 1896 in poi. C'è da esserne orgogliosi, e loro giustamente lo sono. 
L'oro l'hanno vinto contro una squadra, quella polacca, giovane e talentuosa. Che all'inizio ha messo più volte in difficoltà le nostre vincendo i primi due assalti contro una stupefatta Valentina Vezzali (dopo il primo scontro è scesa dalla pedana con una faccia che sembrava dire ""ma questa come si permette?"") e contro una Diana Bianchedi apparsa non in grande giornata. 
E' stata Giovanna Trillini a far scattare la riscossa azzurra. Senza la sua esperienza, la sua classe, probabilmente il match avrebbe preso una piega diversa. Giovanna invece ci ha portati in vantaggio, ha ridato morale alle compagne. 
Qui è iniziato lo show della Vezzali.
 Questa poliziotta di 27 anni, dalla capigliatura multicolore (oggi è rossa, ma potete vederla anche bionda o bruna, a seconda dell'umore), è decisamente la più forte del mondo nella sua specialità. Lo ha dimostrato vincendo l'oro con una facilità disarmante nella prova individuale. Lo ha ribadito nella prova a squadre, travolgendo le avversarie. Letteralmente. Ne sa qualcosa Magdalena Mroczkiewicz, che per assestarle una stoccata è dovuta ruzzolare fuori dalla pedana.
Valentina (a proposito, si chiama così perché è nata il 14 febbraio) è la scherma spiegata al popolo, anche a quello che non sa la differenza tra un fioretto e una spada. Il suo gesto è esemplare, bellissimo. Il suo colpo preferito, parata e risposta, è visibile a occhio nudo anche ai meno esperti, non c'è nemmeno bisogno del replay televisivo. L'ultimo duello, quello decisivo, è stato di quelli che si dovrebbero far vedere nelle scuole: Italia avanti di due punti, 35 a 33, in pedana Valentina e Sylvia Gruchala. La giovane polacca non ha potuto nulla, trafitta a ripetizione. Ha perso il suo scontro 10 a 3, non ha mai dato l'impressione di poter reagire.
Il numero 45 è il punto della vittoria. Dopo, il già visto: Valentina che si toglie la maschera, urla la sua gioia, viene sommersa dai tecnici e dalle compagne. Il fioretto rosa è nella storia.
(23 settembre 2000)"
8§Superpotenza Italiaviva i piccoli sport§0000-00-00§http://www.repubblica.it/online/olimpiadi_zucconi/acqua/acqua/acqua.html?ref=search§"I risultati
Gli azzurri
I record
La storia
Calendario
Da vedere
Il diario
Superpotenza Italiaviva i piccoli sport
di VITTORIO ZUCCONI 
SYDNEY - Nel sogno di una notte di mezza Olimpiade, l'Italia è quinta al mondo. Non svegliateci ancora, per favore. Se potessimo per magìa fermare le Olimpiadi a questa notte australiana di pioggia, la prima che finalmente rinfresca Sydney dal giorno dell'apertura, ci ritroveremmo quinta potenza sportiva del mondo. Arrivati alla fine del primo tempo, siamo dietro soltanto gli impossibili Stati Uniti, la Cina, la solita, dannata Francia e la Russia. 
Quinti grazie a uno sport italiano formidabile sull'acqua (17 medaglie) ma robusto quasi ovunque, nello judo, in bicicletta, nei tiri al bersaglio, nelle donne della scherma che ci hanno dato due ori in due giorni, persino nell'atletica, con un argento nel lancio del martello. Una piccola superpotenza capace di farsi buttare fuori, come sempre, dal campo di calcio, uno sport che alle Olimpiadi è improbabile e superfluo come il nuoto sincronizzato o il trampolino elastico.
In mezza Olimpiade abbiamo già strappato al cielo 28 medaglie, non lontani dal totale di Atlanta '96 (35) che sembrava un ""miracolo"". Dunque, miracolo non è più. Ci aiuta, sicuramente, il collasso della Russia, dove i soldi per lo sport, come quelli ben più tragici per la Marina da guerra o le pensioni, sono spariti. La Russia che non può più contare sulla legione di atleti delle repubbliche suddite è, incredibile a dirsi, di un oro soltanto davanti a noi. La Cina, sorpresa a barare con la vita delle sue nuotatrici a colpi di ormoni e ""tisane magiche"", resta forte grazie a giochi da pomeriggio in oratorio o sulla spiaggia al mare, come il tennis da tavolo o il volano (sette ori), in attesa che nel menù olimpico entrino magari il tamburello, le bocce, la palla avvelenata o lo schizzo dei sassi sull'acqua.
Il crollo del socialismo reale ha aperto la porta del medagliere a medie potenze come la nostra. L'Italia non sarebbe mai quinta assoluta se la Ddr e i paesi del socialismo agli ormoni ancora esistessero, neppure per una notte. Ma la porta è stata aperta per tutti. Se ci scopriamo beati nella ""zona medaglie delle medaglie"", tra i ""top 5"", ben davanti a Germania, Gran Bretagna, Giappone, Spagna e persino all'Australia che pure gioca in casa, lo dobbiamo, come accade in tutte le Olimpiadi, al successo e alla fatica segreta dei cosiddetti ""sport minori"", a quei campioni sconosciuti che ignoriamo per tre anni, undici mesi e 15 giorni, e poi ci ritroviamo a incitare urlando (e magari a insultare se sbagliano un colpo, una stoccata o un colpo di remi) perché salvino la bandiera.
Paradossalmente si potrebbe dire che questo incantevole risultato parziale dell'Italia alla fine del primo tempo olimpico è una dimostrazione non della forza, ma al contrario della debolezza complessiva dello sport italiano che si salva grazie ai praticanti di specialità oscure che vivono, ogni ora e ogni giorno, dietro l'ombra ossessiva delle moviole, del mercato e degli ingaggi miliardari. I premi agli ""undici oro"" italiani, 75 milioni a testa dunque un miliardo e mezzo con le vittorie a squadra, non comprererebbero neppure il gomito di quella carognetta di Josè Mari tirato in faccia al povero Cirillo. Il premio per l'oro a Rosolino equivale a un premio partita per una trasferta di Coppa Uefa.
Perfetta metafora della nazione i cui colori difende, anche lo sport olimpico vive quindi di nicchie e di personaggi straordinariamente produttivi, appassionati e competenti, che tirano la volata al gruppo indolente e parassitario degli altri.
Gli esempi della ""felice assurdità"" di questo nostro piazzamento nel medagliere sono ovunque. Nella velocità atletica, il migliore è un signore di 40 anni, Tilli, che avrebbe già l'età dell'allenatore, non dell'atleta. Se i nostri ragazzi sono diventati siluri nel nuoto, come è possibile che siano divenuti lumache di terra? Abbiamo vinto due medaglie nel ciclismo su pista, uno sport che dopo gli anni di Maspes, Gaiardoni e Beghetto non è stato capace di costruire un solo velodromo al coperto, mentre i francesi hanno saputo creare due scuole speciali per ""pistards"". L'atletica leggera abbonda al contrario di impianti sottoutilizzati, in assenza di una politica di reclutamento di ragazzi e ragazze.
La Piccola Luna vince nel windsurf il primo oro mezzo secolo dopo Straulino e Rode, smentendo speriamo per sempre la leggenda delle donne che portano sfortuna in mare. Ma dietro di lei, come dietro la grande Luna Rossa, ci sono pochi club velici in porticcioli italiani sicuramente inferiori a quelli di molte nazioni mediterranee avanzate. E quanti di voi, fratelli e sorelle d'Italia che vi svegliate da 10 giorni rabbrividendo di orgoglio quando la radio vi annuncia la ""nuova medaglia"" azzurra, ricorderanno tra una settimana il nome di Maddaloni (oro nel judo), della Bellutti (oro in pista) o della Vezzali (oro nel fioretto)?
