sport,event,year,n_nations,n_athletes,is_team_event,gold_per_athlete,n_nations_with_gold,total_per_athlete,n_nations_with_medal
3x3 Basketball,"3x3 Basketball, Men",2020,8,8,True,0.25,1,0.20833333333333334,3
3x3 Basketball,"3x3 Basketball, Women",2020,8,8,True,0.25,1,0.16666666666666666,3
Archery,"Individual, Men",1972,23,54,False,0.16666666666666666,1,0.2333333333333333,3
Archery,"Individual, Men",1976,23,37,False,0.25,1,0.25,3
Archery,"Individual, Men",1980,23,36,False,0.25,1,0.27777777777777773,3
Archery,"Individual, Men",1984,28,56,False,0.16666666666666666,1,0.26666666666666666,2
Archery,"Individual, Men",1988,31,79,False,0.16666666666666666,1,0.16666666666666666,3
Archery,"Individual, Men",1992,32,71,False,0.16666666666666666,1,0.16666666666666666,3
Archery,"Individual, Men",1996,30,63,False,0.16666666666666666,1,0.16666666666666666,3
Archery,"Individual, Men",2000,28,60,False,0.16666666666666666,1,0.2222222222222222,3
Archery,"Individual, Men",2004,31,60,False,0.25,1,0.19444444444444442,3
Archery,"Individual, Men",2008,35,62,False,0.2,1,0.18888888888888888,3
Archery,"Individual, Men",2012,37,61,False,0.16666666666666666,1,0.16666666666666666,3
Archery,"Individual, Men",2016,37,61,False,0.16666666666666666,1,0.25,3
Archery,"Individual, Men",2020,37,61,False,0.5,1,0.3055555555555555,3
Archery,"Individual, Women",1972,20,39,False,0.16666666666666666,1,0.19444444444444442,3
Archery,"Individual, Women",1976,16,27,False,0.25,1,0.4583333333333333,2
Archery,"Individual, Women",1980,17,28,False,0.25,1,0.375,2
Archery,"Individual, Women",1984,21,42,False,0.16666666666666666,1,0.25,2
Archery,"Individual, Women",1988,28,60,False,0.16666666666666666,1,0.5,1
Archery,"Individual, Women",1992,25,57,False,0.16666666666666666,1,0.25,2
Archery,"Individual, Women",1996,28,63,False,0.16666666666666666,1,0.16666666666666666,3
Archery,"Individual, Women",2000,31,61,False,0.16666666666666666,1,0.5,1
Archery,"Individual, Women",2004,29,62,False,0.16666666666666666,1,0.29166666666666663,2
Archery,"Individual, Women",2008,34,63,False,0.16666666666666666,1,0.25,2
Archery,"Individual, Women",2012,38,62,False,0.16666666666666666,1,0.25,2
Archery,"Individual, Women",2016,37,61,False,0.16666666666666666,1,0.41666666666666663,2
Archery,"Individual, Women",2020,37,61,False,0.16666666666666666,1,0.2222222222222222,3
Archery,"Team, Men",1988,21,21,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Men",1992,19,19,True,0.25,1,0.24999999999999997,3
Archery,"Team, Men",1996,15,15,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Men",2000,14,14,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Men",2004,13,13,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Men",2008,12,12,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Men",2012,12,12,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Men",2016,12,12,True,0.16666666666666666,1,0.2222222222222222,3
Archery,"Team, Men",2020,12,12,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Mixed",2020,28,28,True,0.16666666666666666,1,0.2222222222222222,3
Archery,"Team, Women",1988,15,15,True,0.16666666666666666,1,0.19444444444444442,3
Archery,"Team, Women",1992,16,16,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Women",1996,15,15,True,0.16666666666666666,1,0.25,3
Archery,"Team, Women",2000,12,12,True,0.16666666666666666,1,0.19444444444444442,3
Archery,"Team, Women",2004,15,15,True,0.16666666666666666,1,0.17777777777777778,3
Archery,"Team, Women",2008,10,10,True,0.16666666666666666,1,0.17777777777777778,3
Archery,"Team, Women",2012,12,12,True,0.16666666666666666,1,0.16666666666666666,3
Archery,"Team, Women",2016,12,12,True,0.16666666666666666,1,0.2222222222222222,3
Archery,"Team, Women",2020,12,12,True,0.16666666666666666,1,0.2222222222222222,3
Artistic Gymnastics,"Balance Beam, Women",1964,24,83,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Balance Beam, Women",1968,24,101,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Balance Beam, Women",1972,23,118,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Balance Beam, Women",1976,18,86,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Balance Beam, Women",1980,16,62,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Balance Beam, Women",1984,16,65,False,0.25,1,0.16666666666666666,2
Artistic Gymnastics,"Balance Beam, Women",1988,23,90,False,0.08333333333333333,1,0.1111111111111111,3
Artistic Gymnastics,"Balance Beam, Women",1992,24,92,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Balance Beam, Women",1996,28,96,False,0.07142857142857142,1,0.07326007326007326,3
Artistic Gymnastics,"Balance Beam, Women",2000,29,82,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Balance Beam, Women",2004,30,84,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Balance Beam, Women",2008,35,84,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Balance Beam, Women",2012,46,83,False,0.1,1,0.15000000000000002,2
Artistic Gymnastics,"Balance Beam, Women",2016,47,82,False,0.1,1,0.15000000000000002,2
Artistic Gymnastics,"Balance Beam, Women",2020,42,91,False,0.08333333333333333,1,0.12878787878787878,2
Artistic Gymnastics,"Floor Exercise, Men",1964,29,128,False,0.16666666666666666,1,0.1111111111111111,3
Artistic Gymnastics,"Floor Exercise, Men",1968,28,117,False,0.08333333333333333,1,0.25,1
Artistic Gymnastics,"Floor Exercise, Men",1972,25,112,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Floor Exercise, Men",1976,20,90,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Floor Exercise, Men",1980,14,65,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Floor Exercise, Men",1984,19,71,False,0.08333333333333333,1,0.12499999999999999,3
Artistic Gymnastics,"Floor Exercise, Men",1988,23,89,False,0.08333333333333333,1,0.1111111111111111,3
Artistic Gymnastics,"Floor Exercise, Men",1992,25,93,False,0.08333333333333333,1,0.0925925925925926,3
Artistic Gymnastics,"Floor Exercise, Men",1996,31,107,False,0.125,1,0.08928571428571429,3
Artistic Gymnastics,"Floor Exercise, Men",2000,26,76,False,1.0,1,0.4166666666666667,3
Artistic Gymnastics,"Floor Exercise, Men",2004,30,77,False,0.08333333333333333,1,0.16666666666666666,3
Artistic Gymnastics,"Floor Exercise, Men",2008,26,75,False,0.08333333333333333,1,0.09722222222222221,3
Artistic Gymnastics,"Floor Exercise, Men",2012,32,69,False,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Floor Exercise, Men",2016,33,71,False,0.1,1,0.15000000000000002,2
Artistic Gymnastics,"Floor Exercise, Men",2020,32,70,False,0.3333333333333333,1,0.1759259259259259,3
Artistic Gymnastics,"Floor Exercise, Women",1964,24,83,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Floor Exercise, Women",1968,24,101,False,0.08333333333333333,2,0.125,2
Artistic Gymnastics,"Floor Exercise, Women",1972,23,118,False,0.08333333333333333,1,0.25,1
Artistic Gymnastics,"Floor Exercise, Women",1976,18,86,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Floor Exercise, Women",1980,16,62,False,0.08333333333333333,2,0.1111111111111111,3
Artistic Gymnastics,"Floor Exercise, Women",1984,16,65,False,0.125,1,0.14583333333333331,2
Artistic Gymnastics,"Floor Exercise, Women",1988,23,90,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Floor Exercise, Women",1992,24,92,False,0.08333333333333333,1,0.10416666666666666,4
Artistic Gymnastics,"Floor Exercise, Women",1996,28,96,False,0.07142857142857142,1,0.07326007326007326,3
Artistic Gymnastics,"Floor Exercise, Women",2000,30,83,False,0.08333333333333333,1,0.12878787878787878,2
Artistic Gymnastics,"Floor Exercise, Women",2004,29,82,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Floor Exercise, Women",2008,34,82,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Floor Exercise, Women",2012,45,82,False,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Floor Exercise, Women",2016,46,82,False,0.1,1,0.15000000000000002,2
Artistic Gymnastics,"Floor Exercise, Women",2020,41,87,False,0.09090909090909091,1,0.10200216450216451,4
Artistic Gymnastics,"Horizontal Bar, Men",1964,28,126,False,0.08333333333333333,1,0.16666666666666666,2
Artistic Gymnastics,"Horizontal Bar, Men",1968,27,115,False,0.08333333333333333,2,0.125,2
Artistic Gymnastics,"Horizontal Bar, Men",1972,25,112,False,0.08333333333333333,1,0.25,1
Artistic Gymnastics,"Horizontal Bar, Men",1976,20,90,False,0.08333333333333333,1,0.12037037037037035,3
Artistic Gymnastics,"Horizontal Bar, Men",1980,14,65,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horizontal Bar, Men",1984,19,71,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horizontal Bar, Men",1988,23,89,False,0.16666666666666666,1,0.1111111111111111,3
Artistic Gymnastics,"Horizontal Bar, Men",1992,25,93,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Horizontal Bar, Men",1996,31,105,False,0.1111111111111111,1,0.09007936507936506,5
Artistic Gymnastics,"Horizontal Bar, Men",2000,28,79,False,0.08333333333333333,1,0.10317460317460315,3
Artistic Gymnastics,"Horizontal Bar, Men",2004,29,79,False,0.125,1,0.1111111111111111,3
Artistic Gymnastics,"Horizontal Bar, Men",2008,26,75,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Horizontal Bar, Men",2012,32,69,False,0.5,1,0.2333333333333333,3
Artistic Gymnastics,"Horizontal Bar, Men",2016,33,70,False,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Horizontal Bar, Men",2020,35,74,False,0.09090909090909091,1,0.22474747474747478,3
Artistic Gymnastics,"Horse Vault, Men",1964,29,128,False,0.08333333333333333,1,0.09722222222222221,3
Artistic Gymnastics,"Horse Vault, Men",1968,28,116,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horse Vault, Men",1972,25,110,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horse Vault, Men",1976,20,90,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horse Vault, Men",1980,14,64,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horse Vault, Men",1984,19,71,False,0.08333333333333333,1,0.13888888888888887,3
Artistic Gymnastics,"Horse Vault, Men",1988,23,89,False,0.08333333333333333,1,0.0925925925925926,3
Artistic Gymnastics,"Horse Vault, Men",1992,25,93,False,0.08333333333333333,1,0.14583333333333331,2
Artistic Gymnastics,"Horse Vault, Men",1996,31,105,False,0.07142857142857142,1,0.08928571428571429,3
Artistic Gymnastics,"Horse Vault, Men",2000,31,80,False,0.08333333333333333,1,0.22222222222222224,3
Artistic Gymnastics,"Horse Vault, Men",2004,30,79,False,0.08333333333333333,1,0.22222222222222224,3
Artistic Gymnastics,"Horse Vault, Men",2008,12,15,False,0.5,1,0.22222222222222224,3
Artistic Gymnastics,"Horse Vault, Men",2012,14,17,False,0.16666666666666666,1,0.14444444444444446,3
Artistic Gymnastics,"Horse Vault, Men",2016,14,17,False,0.5,1,0.2333333333333333,3
Artistic Gymnastics,"Horse Vault, Men",2020,18,25,False,0.14285714285714285,1,0.40873015873015867,3
Artistic Gymnastics,"Horse Vault, Women",1964,24,83,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Horse Vault, Women",1968,24,101,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Horse Vault, Women",1972,23,118,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horse Vault, Women",1976,18,86,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horse Vault, Women",1980,16,62,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Horse Vault, Women",1984,16,65,False,0.125,1,0.16666666666666666,2
Artistic Gymnastics,"Horse Vault, Women",1988,23,90,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Horse Vault, Women",1992,24,92,False,0.08333333333333333,2,0.08333333333333333,3
Artistic Gymnastics,"Horse Vault, Women",1996,28,97,False,0.07692307692307693,1,0.11263736263736264,2
Artistic Gymnastics,"Horse Vault, Women",2000,31,84,False,0.08333333333333333,1,0.12878787878787878,2
Artistic Gymnastics,"Horse Vault, Women",2004,30,83,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Horse Vault, Women",2008,15,15,False,0.5,1,0.2222222222222222,3
Artistic Gymnastics,"Horse Vault, Women",2012,15,18,False,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Horse Vault, Women",2016,16,19,False,0.1,1,0.12222222222222223,3
Artistic Gymnastics,"Horse Vault, Women",2020,15,19,False,0.14285714285714285,1,0.12554112554112554,3
Artistic Gymnastics,"Individual All-Around, Men",1964,29,128,False,0.08333333333333333,1,0.16666666666666666,2
Artistic Gymnastics,"Individual All-Around, Men",1968,28,117,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Men",1972,25,112,False,0.08333333333333333,1,0.25,1
Artistic Gymnastics,"Individual All-Around, Men",1976,20,90,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Men",1980,14,65,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Men",1984,19,71,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Individual All-Around, Men",1988,23,89,False,0.08333333333333333,1,0.25,1
Artistic Gymnastics,"Individual All-Around, Men",1992,25,93,False,0.08333333333333333,1,0.25,1
Artistic Gymnastics,"Individual All-Around, Men",1996,31,111,False,0.07142857142857142,1,0.07142857142857142,3
Artistic Gymnastics,"Individual All-Around, Men",2000,32,97,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Individual All-Around, Men",2004,31,98,False,0.08333333333333333,1,0.1845238095238095,2
Artistic Gymnastics,"Individual All-Around, Men",2008,33,96,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Individual All-Around, Men",2012,27,41,False,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Individual All-Around, Men",2016,30,49,False,0.1,1,0.12222222222222223,3
Artistic Gymnastics,"Individual All-Around, Men",2020,30,66,False,0.09090909090909091,1,0.08585858585858586,3
Artistic Gymnastics,"Individual All-Around, Women",1964,24,83,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Women",1968,24,101,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Women",1972,23,118,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Women",1976,18,86,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Women",1980,16,62,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Individual All-Around, Women",1984,16,65,False,0.08333333333333333,1,0.16666666666666666,2
Artistic Gymnastics,"Individual All-Around, Women",1988,23,90,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Women",1992,24,92,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Individual All-Around, Women",1996,28,105,False,0.07142857142857142,1,0.15109890109890112,2
Artistic Gymnastics,"Individual All-Around, Women",2000,32,97,False,0.09090909090909091,1,0.13257575757575757,2
Artistic Gymnastics,"Individual All-Around, Women",2004,31,97,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Individual All-Around, Women",2008,35,98,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Individual All-Around, Women",2012,42,60,False,0.1,1,0.15000000000000002,2
Artistic Gymnastics,"Individual All-Around, Women",2016,43,61,False,0.1,1,0.15000000000000002,2
Artistic Gymnastics,"Individual All-Around, Women",2020,39,84,False,0.09090909090909091,1,0.1056998556998557,3
Artistic Gymnastics,"Parallel Bars, Men",1964,28,126,False,0.08333333333333333,1,0.16666666666666666,2
Artistic Gymnastics,"Parallel Bars, Men",1968,28,117,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Parallel Bars, Men",1972,25,111,False,0.08333333333333333,1,0.25,1
Artistic Gymnastics,"Parallel Bars, Men",1976,20,90,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Parallel Bars, Men",1980,14,65,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Parallel Bars, Men",1984,19,71,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Parallel Bars, Men",1988,23,89,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Parallel Bars, Men",1992,25,93,False,0.08333333333333333,1,0.14814814814814814,3
Artistic Gymnastics,"Parallel Bars, Men",1996,31,106,False,0.07142857142857142,1,0.07142857142857142,3
Artistic Gymnastics,"Parallel Bars, Men",2000,30,81,False,0.08333333333333333,1,0.10317460317460315,3
Artistic Gymnastics,"Parallel Bars, Men",2004,30,81,False,0.08333333333333333,1,0.09722222222222221,3
Artistic Gymnastics,"Parallel Bars, Men",2008,26,75,False,0.08333333333333333,1,0.24206349206349206,3
Artistic Gymnastics,"Parallel Bars, Men",2012,32,70,False,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Parallel Bars, Men",2016,32,67,False,0.16666666666666666,1,0.12222222222222223,3
Artistic Gymnastics,"Parallel Bars, Men",2020,33,73,False,0.08333333333333333,1,0.1361111111111111,3
Artistic Gymnastics,"Pommelled Horse, Men",1964,28,126,False,0.16666666666666666,1,0.1111111111111111,3
Artistic Gymnastics,"Pommelled Horse, Men",1968,27,115,False,0.14285714285714285,1,0.13095238095238096,3
Artistic Gymnastics,"Pommelled Horse, Men",1972,25,110,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Pommelled Horse, Men",1976,20,90,False,0.08333333333333333,1,0.08333333333333333,4
Artistic Gymnastics,"Pommelled Horse, Men",1980,14,65,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Pommelled Horse, Men",1984,19,71,False,0.08333333333333333,2,0.125,2
Artistic Gymnastics,"Pommelled Horse, Men",1988,23,89,False,0.08333333333333333,3,0.08333333333333333,3
Artistic Gymnastics,"Pommelled Horse, Men",1992,25,93,False,0.09722222222222221,2,0.0925925925925926,3
Artistic Gymnastics,"Pommelled Horse, Men",1996,31,102,False,0.25,1,0.13278388278388278,3
Artistic Gymnastics,"Pommelled Horse, Men",2000,29,80,False,0.09090909090909091,1,0.08585858585858586,3
Artistic Gymnastics,"Pommelled Horse, Men",2004,30,81,False,0.08333333333333333,1,0.09722222222222221,3
Artistic Gymnastics,"Pommelled Horse, Men",2008,25,74,False,0.08333333333333333,1,0.23611111111111113,3
Artistic Gymnastics,"Pommelled Horse, Men",2012,32,69,False,0.3333333333333333,1,0.26666666666666666,2
Artistic Gymnastics,"Pommelled Horse, Men",2016,35,70,False,0.1,1,0.15000000000000002,2
Artistic Gymnastics,"Pommelled Horse, Men",2020,34,75,False,0.125,1,0.13863636363636364,3
Artistic Gymnastics,"Rings, Men",1964,28,126,False,0.08333333333333333,1,0.1111111111111111,3
Artistic Gymnastics,"Rings, Men",1968,28,117,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Rings, Men",1972,25,110,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Rings, Men",1976,20,90,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Rings, Men",1980,14,65,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Rings, Men",1984,19,71,False,0.08333333333333333,2,0.08333333333333333,3
Artistic Gymnastics,"Rings, Men",1988,23,89,False,0.08333333333333333,2,0.125,2
Artistic Gymnastics,"Rings, Men",1992,25,93,False,0.08333333333333333,1,0.1111111111111111,3
Artistic Gymnastics,"Rings, Men",1996,31,102,False,0.1111111111111111,1,0.09601139601139601,3
Artistic Gymnastics,"Rings, Men",2000,29,78,False,0.3333333333333333,1,0.25,3
Artistic Gymnastics,"Rings, Men",2004,28,77,False,0.25,1,0.23611111111111108,3
Artistic Gymnastics,"Rings, Men",2008,24,69,False,0.08333333333333333,1,0.14583333333333331,2
Artistic Gymnastics,"Rings, Men",2012,31,68,False,0.125,1,0.10833333333333334,3
Artistic Gymnastics,"Rings, Men",2016,33,70,False,0.3333333333333333,1,0.17777777777777778,3
Artistic Gymnastics,"Rings, Men",2020,32,75,False,0.08333333333333333,1,0.5833333333333334,2
Artistic Gymnastics,"Team All-Around, Men",1964,18,18,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",1968,16,16,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",1972,16,16,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",1976,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",1980,9,9,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",1984,9,9,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",1988,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",1992,12,12,True,0.08333333333333333,1,0.0925925925925926,3
Artistic Gymnastics,"Team All-Around, Men",1996,12,12,True,0.07142857142857142,1,0.07142857142857142,3
Artistic Gymnastics,"Team All-Around, Men",2000,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",2004,12,12,True,0.125,1,0.09722222222222221,3
Artistic Gymnastics,"Team All-Around, Men",2008,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Men",2012,12,12,True,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Team All-Around, Men",2016,12,12,True,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Team All-Around, Men",2020,12,12,True,0.08333333333333333,1,0.08585858585858586,3
Artistic Gymnastics,"Team All-Around, Women",1964,10,10,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",1968,14,14,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",1972,19,19,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",1976,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",1980,8,8,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",1984,9,9,True,0.125,1,0.09722222222222221,3
Artistic Gymnastics,"Team All-Around, Women",1988,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",1992,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",1996,12,12,True,0.07142857142857142,1,0.07326007326007326,3
Artistic Gymnastics,"Team All-Around, Women",2000,12,12,True,0.09090909090909091,1,0.08585858585858586,3
Artistic Gymnastics,"Team All-Around, Women",2004,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",2008,12,12,True,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Team All-Around, Women",2012,12,12,True,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Team All-Around, Women",2016,12,12,True,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Team All-Around, Women",2020,12,12,True,0.08333333333333333,1,0.09974747474747474,3
Artistic Gymnastics,"Uneven Bars, Women",1964,24,83,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Uneven Bars, Women",1968,24,101,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Uneven Bars, Women",1972,23,118,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Uneven Bars, Women",1976,18,86,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Uneven Bars, Women",1980,16,62,False,0.08333333333333333,1,0.13888888888888887,3
Artistic Gymnastics,"Uneven Bars, Women",1984,16,65,False,0.08333333333333333,2,0.125,2
Artistic Gymnastics,"Uneven Bars, Women",1988,23,90,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Uneven Bars, Women",1992,24,92,False,0.08333333333333333,1,0.08333333333333333,3
Artistic Gymnastics,"Uneven Bars, Women",1996,28,99,False,0.07142857142857142,1,0.07142857142857142,3
Artistic Gymnastics,"Uneven Bars, Women",2000,31,84,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Uneven Bars, Women",2004,30,84,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Uneven Bars, Women",2008,34,84,False,0.08333333333333333,1,0.125,2
Artistic Gymnastics,"Uneven Bars, Women",2012,43,79,False,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Uneven Bars, Women",2016,44,80,False,0.1,1,0.10000000000000002,3
Artistic Gymnastics,"Uneven Bars, Women",2020,43,89,False,0.25,1,0.1414141414141414,3
Artistic Swimming,"Duet, Women",1984,18,18,True,0.3333333333333333,1,0.3333333333333333,3
Artistic Swimming,"Duet, Women",1988,14,14,True,0.3333333333333333,1,0.3333333333333333,3
Artistic Swimming,"Duet, Women",1992,18,18,True,0.3333333333333333,1,0.3333333333333333,3
Artistic Swimming,"Duet, Women",2000,24,24,True,0.125,1,0.12037037037037036,3
Artistic Swimming,"Duet, Women",2004,24,24,True,0.1111111111111111,1,0.1111111111111111,3
Artistic Swimming,"Duet, Women",2008,24,24,True,0.1111111111111111,1,0.1111111111111111,3
Artistic Swimming,"Duet, Women",2012,24,24,True,0.1111111111111111,1,0.1111111111111111,3
Artistic Swimming,"Duet, Women",2016,24,24,True,0.1111111111111111,1,0.1111111111111111,3
Artistic Swimming,"Duet, Women",2020,21,21,True,0.125,1,0.125,3
Artistic Swimming,"Solo, Women",1984,21,50,False,0.3333333333333333,1,0.3333333333333333,3
Artistic Swimming,"Solo, Women",1988,17,44,False,0.3333333333333333,1,0.3333333333333333,3
Artistic Swimming,"Solo, Women",1992,22,53,False,0.3333333333333333,2,0.3333333333333333,3
Artistic Swimming,"Team, Women",1996,5,5,True,0.1,1,0.1037037037037037,3
Artistic Swimming,"Team, Women",2000,4,4,True,0.125,1,0.12037037037037036,3
Artistic Swimming,"Team, Women",2004,7,7,True,0.1111111111111111,1,0.1111111111111111,3
Artistic Swimming,"Team, Women",2008,7,7,True,0.1111111111111111,1,0.1111111111111111,3
Artistic Swimming,"Team, Women",2012,6,6,True,0.1111111111111111,1,0.1111111111111111,2
Artistic Swimming,"Team, Women",2016,5,5,True,0.1111111111111111,1,0.1111111111111111,3
Artistic Swimming,"Team, Women",2020,8,8,True,0.125,1,0.125,3
Athletics,"1,500 metres Wheelchair, Men",1984,5,8,False,,0,,0
Athletics,"1,500 metres Wheelchair, Men",1988,6,8,False,,0,,0
Athletics,"1,500 metres Wheelchair, Men",1992,5,7,False,,0,,0
Athletics,"1,500 metres Wheelchair, Men",1996,4,8,False,,0,,0
Athletics,"1,500 metres Wheelchair, Men",2000,7,8,False,,0,,0
Athletics,"1,500 metres Wheelchair, Men",2004,8,8,False,,0,,0
Athletics,"1,500 metres, Men",1964,34,45,False,0.07142857142857142,1,0.11309523809523808,2
Athletics,"1,500 metres, Men",1968,36,54,False,0.05555555555555555,1,0.026797583589950696,3
Athletics,"1,500 metres, Men",1972,43,66,False,0.027777777777777776,1,0.045244107744107746,3
Athletics,"1,500 metres, Men",1976,27,42,False,0.1,1,0.05142613878246063,3
