country_noc,sport,success_score_mean,total_golds,total_athletes,success_score_overall
CAF,Swimming,0.0,0.0,4,0.0
CAF,Taekwondo,0.0,0.0,4,0.0
CAF,Wrestling,0.0,0.0,1,0.0
CAM,Athletics,0.0,0.0,17,0.0
CAM,Boxing,0.0,0.0,6,0.0
CAM,Cycling Road,0.0,0.0,1,0.0
CAM,Cycling Track,0.0,0.0,3,0.0
CAM,Judo,0.0,0.0,1,0.0
CAM,Sailing,0.0,0.0,2,0.0
CAM,Swimming,0.0,0.0,18,0.0
CAM,Taekwondo,0.0,0.0,2,0.0
CAM,Wrestling,0.0,0.0,2,0.0
CAN,Archery,0.0,0.0,36,0.0
CAN,Artistic Gymnastics,0.005952380952380952,1.0,116,0.008620689655172414
CAN,Artistic Swimming,0.1,3.0,18,0.16666666666666666
CAN,Athletics,0.009010117582718077,6.0,574,0.010452961672473868
CAN,Badminton,0.0,0.0,34,0.0
CAN,Baseball,0.0,0.0,4,0.0
CAN,Basketball,0.0,0.0,12,0.0
CAN,Beach Volleyball,0.0,0.0,11,0.0
CAN,Bowling,0.0,0.0,1,0.0
CAN,Boxing,0.0071428571428571435,1.0,87,0.011494252873563218
CAN,Canoe Slalom,0.0,0.0,34,0.0
CAN,Canoe Sprint,0.02806122448979592,3.0,103,0.02912621359223301
CAN,Cycling BMX Racing,0.0,0.0,6,0.0
CAN,Cycling Mountain Bike,0.0,0.0,29,0.0
CAN,Cycling Road,0.0,0.0,76,0.0
CAN,Cycling Track,0.0879120879120879,2.0,46,0.043478260869565216
CAN,Diving,0.01020408163265306,1.0,95,0.010526315789473684
CAN,Equestrian Dressage,0.0,0.0,40,0.0
CAN,Equestrian Eventing,0.0,0.0,45,0.0
CAN,Equestrian Jumping,0.044871794871794865,2.0,42,0.047619047619047616
CAN,Fencing,0.0,0.0,100,0.0
CAN,Football,0.16666666666666666,1.0,6,0.16666666666666666
CAN,Golf,0.0,0.0,8,0.0
CAN,Handball,0.0,0.0,2,0.0
CAN,Hockey,0.0,0.0,11,0.0
CAN,Judo,0.0,0.0,87,0.0
CAN,Karate,0.0,0.0,1,0.0
CAN,Marathon Swimming,0.0,0.0,6,0.0
CAN,Modern Pentathlon,0.0,0.0,20,0.0
CAN,Rhythmic Gymnastics,0.07142857142857142,1.0,10,0.1
CAN,Rowing,0.08698979591836734,9.0,115,0.0782608695652174
CAN,Rugby Sevens,0.0,0.0,3,0.0
CAN,Sailing,0.0,0.0,98,0.0
CAN,Shooting,0.004201680672268907,1.0,108,0.009259259259259259
CAN,Skateboarding,0.0,0.0,4,0.0
CAN,Softball,0.0,0.0,5,0.0
CAN,Sport Climbing,0.0,0.0,2,0.0
CAN,Swimming,0.0183277578399142,7.0,355,0.01971830985915493
CAN,Table Tennis,0.0,0.0,25,0.0
CAN,Taekwondo,0.0,0.0,25,0.0
CAN,Tennis,0.03333333333333333,1.0,31,0.03225806451612903
CAN,Trampolining,0.13888888888888887,2.0,15,0.13333333333333333
CAN,Triathlon,0.041666666666666664,1.0,29,0.034482758620689655
CAN,Volleyball,0.0,0.0,8,0.0
CAN,Water Polo,0.0,0.0,7,0.0
CAN,Waterskiing,0.0,0.0,3,0.0
CAN,Weightlifting,0.03809523809523809,2.0,48,0.041666666666666664
CAN,Wrestling,0.033928571428571426,3.0,128,0.0234375
CAN,Wushu,0.0,0.0,3,0.0
CAY,Artistic Gymnastics,0.0,0.0,1,0.0
CAY,Athletics,0.0,0.0,17,0.0
CAY,Cycling Road,0.0,0.0,14,0.0
CAY,Cycling Track,0.0,0.0,3,0.0
CAY,Sailing,0.0,0.0,11,0.0
CAY,Swimming,0.0,0.0,11,0.0
CGO,Athletics,0.0,0.0,43,0.0
CGO,Boxing,0.0,0.0,5,0.0
CGO,Fencing,0.0,0.0,1,0.0
CGO,Handball,0.0,0.0,1,0.0
CGO,Judo,0.0,0.0,7,0.0
CGO,Swimming,0.0,0.0,13,0.0
CGO,Table Tennis,0.0,0.0,8,0.0
CHA,Archery,0.0,0.0,1,0.0
CHA,Athletics,0.0,0.0,36,0.0
CHA,Boxing,0.0,0.0,1,0.0
CHA,Judo,0.0,0.0,4,0.0
CHI,Archery,0.0,0.0,4,0.0
CHI,Artistic Gymnastics,0.0,0.0,6,0.0
CHI,Athletics,0.0,0.0,67,0.0
CHI,Beach Volleyball,0.0,0.0,2,0.0
CHI,Boxing,0.0,0.0,15,0.0
CHI,Canoe Slalom,0.0,0.0,1,0.0
CHI,Canoe Sprint,0.0,0.0,3,0.0
CHI,Cycling BMX Freestyle,0.0,0.0,1,0.0
CHI,Cycling Mountain Bike,0.0,0.0,4,0.0
CHI,Cycling Road,0.0,0.0,14,0.0
CHI,Cycling Track,0.0,0.0,13,0.0
CHI,Equestrian Dressage,0.0,0.0,4,0.0
CHI,Equestrian Eventing,0.0,0.0,2,0.0
CHI,Equestrian Jumping,0.0,0.0,14,0.0
CHI,Fencing,0.0,0.0,11,0.0
CHI,Football,0.0,0.0,3,0.0
CHI,Golf,0.0,0.0,3,0.0
CHI,Judo,0.0,0.0,7,0.0
CHI,Marathon Swimming,0.0,0.0,1,0.0
CHI,Modern Pentathlon,0.0,0.0,7,0.0
CHI,Rowing,0.0,0.0,14,0.0
CHI,Sailing,0.0,0.0,16,0.0
CHI,Shooting,0.0,0.0,27,0.0
CHI,Skateboarding,0.0,0.0,1,0.0
CHI,Surfing,0.0,0.0,1,0.0
CHI,Swimming,0.0,0.0,13,0.0
CHI,Table Tennis,0.0,0.0,17,0.0
CHI,Taekwondo,0.0,0.0,5,0.0
CHI,Tennis,0.16666666666666666,2.0,9,0.2222222222222222
CHI,Triathlon,0.0,0.0,7,0.0
CHI,Weightlifting,0.0,0.0,8,0.0
CHI,Wrestling,0.0,0.0,2,0.0
CHN,3x3 Basketball,0.0,0.0,2,0.0
CHN,Archery,0.016666666666666666,1.0,59,0.01694915254237288
CHN,Artistic Gymnastics,0.24714285714285716,29.0,118,0.2457627118644068
CHN,Artistic Swimming,0.0,0.0,15,0.0
CHN,Athletics,0.02618456252460812,11.0,415,0.02650602409638554
CHN,Badminton,0.19876111542778208,20.0,92,0.21739130434782608
CHN,Baseball,0.0,0.0,1,0.0
CHN,Basketball,0.0,0.0,18,0.0
CHN,Beach Volleyball,0.0,0.0,9,0.0
CHN,Boxing,0.034567901234567905,3.0,54,0.05555555555555555
CHN,Canoe Slalom,0.0,0.0,16,0.0
CHN,Canoe Sprint,0.038319704986371654,3.0,47,0.06382978723404255
CHN,Cycling BMX Racing,0.0,0.0,1,0.0
CHN,Cycling Mountain Bike,0.0,0.0,13,0.0
CHN,Cycling Road,0.0,0.0,25,0.0
CHN,Cycling Track,0.046296296296296294,2.0,30,0.06666666666666667
CHN,Diving,0.5506349206349206,47.0,84,0.5595238095238095
CHN,Equestrian Dressage,0.0,0.0,1,0.0
CHN,Equestrian Eventing,0.0,0.0,6,0.0
CHN,Equestrian Jumping,0.0,0.0,7,0.0
CHN,Fencing,0.036673414304993254,5.0,126,0.03968253968253968
CHN,Football,0.0,0.0,8,0.0
CHN,Golf,0.0,0.0,8,0.0
CHN,Handball,0.0,0.0,6,0.0
CHN,Hockey,0.0,0.0,7,0.0
CHN,Judo,0.0682972582972583,8.0,91,0.08791208791208792
CHN,Karate,0.0,0.0,2,0.0
CHN,Marathon Swimming,0.0,0.0,6,0.0
CHN,Modern Pentathlon,0.0,0.0,23,0.0
CHN,Rhythmic Gymnastics,0.0,0.0,18,0.0
CHN,Rowing,0.02361111111111111,2.0,59,0.03389830508474576
CHN,Rugby Sevens,0.0,0.0,1,0.0
CHN,Sailing,0.035876623376623375,3.0,52,0.057692307692307696
CHN,Shooting,0.11711646622771943,26.0,220,0.11818181818181818
CHN,Skateboarding,0.0,0.0,2,0.0
CHN,Softball,0.0,0.0,4,0.0
CHN,Sport Climbing,0.0,0.0,2,0.0
CHN,Swimming,0.06769104311896074,16.0,248,0.06451612903225806
CHN,Table Tennis,0.5637566137566137,29.0,55,0.5272727272727272
CHN,Taekwondo,0.40277777777777773,7.0,22,0.3181818181818182
CHN,Tennis,0.0,0.0,24,0.0
CHN,Trampolining,0.2,4.0,18,0.2222222222222222
CHN,Triathlon,0.0,0.0,12,0.0
CHN,Volleyball,0.25,3.0,12,0.25
CHN,Water Polo,0.0,0.0,7,0.0
CHN,Weightlifting,0.3975,38.0,98,0.3877551020408163
CHN,Wrestling,0.017361111111111112,2.0,92,0.021739130434782608
CHN,Wushu,0.0,0.0,8,0.0
CIV,Archery,0.0,0.0,2,0.0
CIV,Athletics,0.0,0.0,62,0.0
CIV,Boxing,0.0,0.0,8,0.0
CIV,Canoe Sprint,0.0,0.0,13,0.0
CIV,Fencing,0.0,0.0,1,0.0
CIV,Football,0.0,0.0,2,0.0
CIV,Handball,0.0,0.0,1,0.0
CIV,Judo,0.0,0.0,12,0.0
CIV,Rowing,0.0,0.0,1,0.0
CIV,Swimming,0.0,0.0,9,0.0
CIV,Taekwondo,0.047619047619047616,1.0,14,0.07142857142857142
CIV,Tennis,0.0,0.0,2,0.0
CIV,Wrestling,0.0,0.0,2,0.0
CMR,Athletics,0.028571428571428574,2.0,60,0.03333333333333333
CMR,Boxing,0.0,0.0,51,0.0
CMR,Cycling Road,0.0,0.0,14,0.0
CMR,Football,0.25,1.0,4,0.25
CMR,Judo,0.0,0.0,24,0.0
CMR,Rowing,0.0,0.0,2,0.0
CMR,Swimming,0.0,0.0,7,0.0
CMR,Table Tennis,0.0,0.0,3,0.0
CMR,Volleyball,0.0,0.0,1,0.0
CMR,Weightlifting,0.0,0.0,13,0.0
CMR,Wrestling,0.0,0.0,22,0.0
COD,Athletics,0.0,0.0,26,0.0
COD,Basketball,0.0,0.0,1,0.0
COD,Boxing,0.0,0.0,19,0.0
COD,Cycling Road,0.0,0.0,10,0.0
COD,Judo,0.0,0.0,10,0.0
COD,Swimming,0.0,0.0,1,0.0
COD,Table Tennis,0.0,0.0,2,0.0
COD,Taekwondo,0.0,0.0,2,0.0
COL,Archery,0.0,0.0,13,0.0
COL,Artistic Gymnastics,0.0,0.0,7,0.0
COL,Artistic Swimming,0.0,0.0,2,0.0
COL,Athletics,0.002150537634408602,1.0,168,0.005952380952380952
COL,Boxing,0.0,0.0,53,0.0
COL,Cycling BMX Racing,0.16666666666666666,2.0,12,0.16666666666666666
COL,Cycling Mountain Bike,0.0,0.0,8,0.0
COL,Cycling Road,0.0,0.0,60,0.0
COL,Cycling Track,0.0,0.0,44,0.0
COL,Diving,0.0,0.0,21,0.0
COL,Equestrian Dressage,0.0,0.0,3,0.0
COL,Equestrian Jumping,0.0,0.0,14,0.0
COL,Fencing,0.0,0.0,21,0.0
COL,Football,0.0,0.0,7,0.0
COL,Golf,0.0,0.0,3,0.0
COL,Judo,0.0,0.0,13,0.0
COL,Rowing,0.0,0.0,1,0.0
COL,Rugby Sevens,0.0,0.0,1,0.0
COL,Sailing,0.0,0.0,5,0.0
COL,Shooting,0.0,0.0,45,0.0
COL,Skateboarding,0.0,0.0,1,0.0
COL,Swimming,0.0,0.0,51,0.0
COL,Table Tennis,0.0,0.0,3,0.0
COL,Taekwondo,0.0,0.0,11,0.0
COL,Tennis,0.0,0.0,14,0.0
COL,Trampolining,0.0,0.0,1,0.0
COL,Triathlon,0.0,0.0,3,0.0
COL,Waterskiing,0.0,0.0,1,0.0
COL,Weightlifting,0.037037037037037035,2.0,63,0.031746031746031744
COL,Wrestling,0.0,0.0,25,0.0
COM,Athletics,0.0,0.0,16,0.0
COM,Judo,0.0,0.0,1,0.0
COM,Swimming,0.0,0.0,4,0.0
COM,Weightlifting,0.0,0.0,1,0.0
CPV,Athletics,0.0,0.0,13,0.0
CPV,Boxing,0.0,0.0,3,0.0
CPV,Judo,0.0,0.0,2,0.0
CPV,Rhythmic Gymnastics,0.0,0.0,4,0.0
CPV,Swimming,0.0,0.0,2,0.0
CPV,Taekwondo,0.0,0.0,1,0.0
CRC,Archery,0.0,0.0,5,0.0
CRC,Artistic Gymnastics,0.0,0.0,1,0.0
CRC,Athletics,0.0,0.0,35,0.0
CRC,Beach Volleyball,0.0,0.0,1,0.0
CRC,Boxing,0.0,0.0,3,0.0
CRC,Canoe Slalom,0.0,0.0,6,0.0
CRC,Cycling BMX Freestyle,0.0,0.0,1,0.0
CRC,Cycling Mountain Bike,0.0,0.0,7,0.0
CRC,Cycling Road,0.0,0.0,12,0.0
CRC,Diving,0.0,0.0,1,0.0
CRC,Fencing,0.0,0.0,1,0.0
CRC,Football,0.0,0.0,3,0.0
CRC,Judo,0.0,0.0,17,0.0
CRC,Shooting,0.0,0.0,19,0.0
CRC,Surfing,0.0,0.0,3,0.0
CRC,Swimming,0.02564102564102564,1.0,29,0.034482758620689655
CRC,Taekwondo,0.0,0.0,4,0.0
CRC,Tennis,0.0,0.0,1,0.0
CRC,Triathlon,0.0,0.0,3,0.0
CRC,Weightlifting,0.0,0.0,4,0.0
CRO,Artistic Gymnastics,0.0,0.0,9,0.0
CRO,Athletics,0.03888888888888889,3.0,65,0.046153846153846156
CRO,Basketball,0.0,0.0,5,0.0
CRO,Boxing,0.0,0.0,10,0.0
CRO,Canoe Slalom,0.0,0.0,11,0.0
CRO,Canoe Sprint,0.0,0.0,9,0.0
CRO,Cycling Road,0.0,0.0,8,0.0
CRO,Diving,0.0,0.0,1,0.0
CRO,Equestrian Eventing,0.0,0.0,1,0.0
CRO,Equestrian Jumping,0.0,0.0,1,0.0
CRO,Fencing,0.0,0.0,1,0.0
CRO,Handball,0.4,2.0,6,0.3333333333333333
CRO,Judo,0.0,0.0,6,0.0
CRO,Karate,0.0,0.0,1,0.0
CRO,Marathon Swimming,0.0,0.0,1,0.0
CRO,Rowing,0.125,2.0,18,0.1111111111111111
CRO,Sailing,0.020833333333333332,1.0,34,0.029411764705882353
CRO,Shooting,0.04285714285714286,2.0,31,0.06451612903225806
CRO,Swimming,0.0,0.0,55,0.0
CRO,Table Tennis,0.0,0.0,27,0.0
CRO,Taekwondo,0.03571428571428571,1.0,15,0.06666666666666667
CRO,Tennis,0.03125,1.0,28,0.03571428571428571
CRO,Volleyball,0.0,0.0,1,0.0
CRO,Water Polo,0.14285714285714285,1.0,7,0.14285714285714285
CRO,Weightlifting,0.3333333333333333,1.0,3,0.3333333333333333
CRO,Wrestling,0.0,0.0,7,0.0
CUB,Archery,0.0,0.0,8,0.0
CUB,Artistic Gymnastics,0.0,0.0,41,0.0
CUB,Artistic Swimming,0.0,0.0,1,0.0
CUB,Athletics,0.030875291557145197,11.0,331,0.03323262839879154
CUB,Badminton,0.0,0.0,1,0.0
CUB,Baseball,0.6,3.0,5,0.6
CUB,Basketball,0.0,0.0,8,0.0
CUB,Basque pelota,0.0,0.0,3,0.0
CUB,Beach Volleyball,0.0,0.0,7,0.0
CUB,Boxing,0.3012987012987013,41.0,132,0.3106060606060606
CUB,Canoe Sprint,0.022222222222222223,1.0,28,0.03571428571428571
CUB,Cycling Road,0.0,0.0,24,0.0
CUB,Cycling Track,0.0,0.0,19,0.0
CUB,Diving,0.0,0.0,23,0.0
CUB,Fencing,0.0,0.0,77,0.0
CUB,Football,0.0,0.0,2,0.0
CUB,Handball,0.0,0.0,2,0.0
CUB,Hockey,0.0,0.0,1,0.0
CUB,Judo,0.0836940836940837,6.0,99,0.06060606060606061
CUB,Modern Pentathlon,0.0,0.0,5,0.0
CUB,Rowing,0.0,0.0,38,0.0
CUB,Sailing,0.0,0.0,5,0.0
CUB,Shooting,0.020833333333333332,1.0,66,0.015151515151515152
CUB,Softball,0.0,0.0,1,0.0
CUB,Swimming,0.0,0.0,26,0.0
CUB,Table Tennis,0.0,0.0,13,0.0
CUB,Taekwondo,0.041666666666666664,1.0,14,0.07142857142857142
CUB,Tennis,0.0,0.0,2,0.0
CUB,Volleyball,0.16666666666666666,3.0,15,0.2
CUB,Water Polo,0.0,0.0,5,0.0
CUB,Weightlifting,0.023931623931623933,2.0,66,0.030303030303030304
CUB,Wrestling,0.07446581196581196,11.0,130,0.08461538461538462
CUB,Wushu,0.0,0.0,1,0.0
CYP,Archery,0.0,0.0,2,0.0
CYP,Artistic Gymnastics,0.0,0.0,2,0.0
CYP,Athletics,0.0,0.0,56,0.0
CYP,Cycling Mountain Bike,0.0,0.0,2,0.0
CYP,Cycling Road,0.0,0.0,3,0.0
CYP,Judo,0.0,0.0,12,0.0
CYP,Rhythmic Gymnastics,0.0,0.0,3,0.0
CYP,Sailing,0.0,0.0,24,0.0
CYP,Shooting,0.0,0.0,27,0.0
CYP,Swimming,0.0,0.0,27,0.0
CYP,Tennis,0.0,0.0,2,0.0
CYP,Weightlifting,0.0,0.0,2,0.0
CYP,Wrestling,0.0,0.0,2,0.0
CZE,Archery,0.0,0.0,3,0.0
CZE,Artistic Gymnastics,0.0,0.0,12,0.0
CZE,Artistic Swimming,0.0,0.0,5,0.0
CZE,Athletics,0.026242830965469643,5.0,191,0.02617801047120419
CZE,Badminton,0.0,0.0,6,0.0
CZE,Basketball,0.0,0.0,4,0.0
CZE,Beach Volleyball,0.0,0.0,9,0.0
CZE,Boxing,0.0,0.0,7,0.0
CZE,Canoe Slalom,0.0719954648526077,3.0,38,0.07894736842105263
CZE,Canoe Sprint,0.047619047619047616,2.0,26,0.07692307692307693
CZE,Cycling BMX Racing,0.0,0.0,4,0.0
CZE,Cycling Mountain Bike,0.03571428571428571,1.0,19,0.05263157894736842
CZE,Cycling Road,0.0,0.0,23,0.0
CZE,Cycling Track,0.0,0.0,18,0.0
CZE,Diving,0.0,0.0,1,0.0
CZE,Equestrian Eventing,0.0,0.0,4,0.0
CZE,Equestrian Jumping,0.0,0.0,4,0.0
CZE,Fencing,0.0,0.0,5,0.0
CZE,Football,0.0,0.0,1,0.0
CZE,Golf,0.0,0.0,3,0.0
CZE,Judo,0.11904761904761904,2.0,18,0.1111111111111111
CZE,Marathon Swimming,0.0,0.0,5,0.0
CZE,Modern Pentathlon,0.06666666666666667,1.0,14,0.07142857142857142
CZE,Rhythmic Gymnastics,0.0,0.0,3,0.0
CZE,Rowing,0.028571428571428574,1.0,30,0.03333333333333333
CZE,Sailing,0.0,0.0,19,0.0
CZE,Shooting,0.03983516483516484,3.0,70,0.04285714285714286
CZE,Sport Climbing,0.0,0.0,1,0.0
CZE,Swimming,0.0,0.0,53,0.0
CZE,Table Tennis,0.0,0.0,18,0.0
CZE,Tennis,0.028571428571428574,1.0,44,0.022727272727272728
CZE,Trampolining,0.0,0.0,3,0.0
CZE,Triathlon,0.0,0.0,19,0.0
CZE,Weightlifting,0.0,0.0,8,0.0
CZE,Wrestling,0.0,0.0,12,0.0
DEN,Archery,0.0,0.0,19,0.0
DEN,Artistic Gymnastics,0.0,0.0,5,0.0
DEN,Athletics,0.0,0.0,85,0.0
DEN,Badminton,0.030952380952380953,2.0,56,0.03571428571428571
DEN,Boxing,0.0,0.0,27,0.0
DEN,Canoe Sprint,0.0,0.0,43,0.0
DEN,Cycling BMX Racing,0.0,0.0,6,0.0
DEN,Cycling Mountain Bike,0.0,0.0,14,0.0
DEN,Cycling Road,0.0,0.0,68,0.0
DEN,Cycling Track,0.11547619047619048,5.0,46,0.10869565217391304
DEN,Diving,0.0,0.0,3,0.0
DEN,Equestrian Dressage,0.0,0.0,42,0.0
DEN,Equestrian Eventing,0.0,0.0,5,0.0
DEN,Equestrian Jumping,0.0,0.0,5,0.0
DEN,Fencing,0.0,0.0,8,0.0
DEN,Football,0.0,0.0,4,0.0
DEN,Golf,0.0,0.0,8,0.0
DEN,Handball,0.36363636363636365,4.0,12,0.3333333333333333
DEN,Judo,0.0,0.0,3,0.0
DEN,Modern Pentathlon,0.0,0.0,8,0.0
DEN,Rhythmic Gymnastics,0.0,0.0,1,0.0
DEN,Rowing,0.07666666666666666,5.0,55,0.09090909090909091
DEN,Sailing,0.10597883597883599,9.0,91,0.0989010989010989
DEN,Shooting,0.016666666666666666,1.0,72,0.013888888888888888
DEN,Skateboarding,0.0,0.0,1,0.0
DEN,Swimming,0.006666666666666667,1.0,98,0.01020408163265306
DEN,Table Tennis,0.0,0.0,7,0.0
DEN,Taekwondo,0.0,0.0,14,0.0
DEN,Tennis,0.0,0.0,13,0.0
DEN,Trampolining,0.0,0.0,3,0.0
DEN,Triathlon,0.0,0.0,7,0.0
DEN,Weightlifting,0.0,0.0,10,0.0
DEN,Wrestling,0.0,0.0,18,0.0
DJI,Athletics,0.0,0.0,29,0.0
DJI,Judo,0.0,0.0,5,0.0
DJI,Sailing,0.0,0.0,4,0.0
DJI,Swimming,0.0,0.0,3,0.0
DJI,Table Tennis,0.0,0.0,1,0.0
DMA,Athletics,0.0,0.0,17,0.0
DMA,Swimming,0.0,0.0,3,0.0
DOM,Archery,0.0,0.0,1,0.0
DOM,Artistic Gymnastics,0.0,0.0,1,0.0
DOM,Artistic Swimming,0.0,0.0,2,0.0
DOM,Athletics,0.025,2.0,54,0.037037037037037035
DOM,Baseball,0.0,0.0,3,0.0
DOM,Boxing,0.01282051282051282,1.0,59,0.01694915254237288
DOM,Cycling Road,0.0,0.0,1,0.0
DOM,Diving,0.0,0.0,6,0.0
DOM,Equestrian Dressage,0.0,0.0,2,0.0
DOM,Equestrian Jumping,0.0,0.0,1,0.0
DOM,Judo,0.0,0.0,28,0.0
DOM,Rowing,0.0,0.0,1,0.0
DOM,Sailing,0.0,0.0,2,0.0
DOM,Shooting,0.0,0.0,9,0.0
DOM,Swimming,0.0,0.0,8,0.0
DOM,Table Tennis,0.0,0.0,10,0.0
DOM,Taekwondo,0.0,0.0,9,0.0
DOM,Tennis,0.0,0.0,2,0.0
DOM,Volleyball,0.0,0.0,3,0.0
DOM,Weightlifting,0.0,0.0,26,0.0
DOM,Wrestling,0.0,0.0,6,0.0
ECU,Archery,0.0,0.0,1,0.0
ECU,Artistic Gymnastics,0.0,0.0,3,0.0
ECU,Athletics,0.020833333333333332,1.0,86,0.011627906976744186
ECU,Boxing,0.0,0.0,28,0.0
ECU,Canoe Sprint,0.0,0.0,2,0.0
ECU,Cycling BMX Racing,0.0,0.0,5,0.0
ECU,Cycling Road,0.08333333333333333,1.0,12,0.08333333333333333
ECU,Cycling Track,0.0,0.0,4,0.0
ECU,Diving,0.0,0.0,2,0.0
ECU,Equestrian Dressage,0.0,0.0,1,0.0
ECU,Equestrian Eventing,0.0,0.0,3,0.0
ECU,Golf,0.0,0.0,1,0.0
ECU,Judo,0.0,0.0,20,0.0
ECU,Marathon Swimming,0.0,0.0,5,0.0
ECU,Modern Pentathlon,0.0,0.0,1,0.0
ECU,Rowing,0.0,0.0,1,0.0
ECU,Sailing,0.0,0.0,1,0.0
ECU,Shooting,0.0,0.0,15,0.0
ECU,Surfing,0.0,0.0,1,0.0
ECU,Swimming,0.0,0.0,25,0.0
ECU,Table Tennis,0.0,0.0,2,0.0
ECU,Taekwondo,0.0,0.0,4,0.0
ECU,Tennis,0.0,0.0,10,0.0
ECU,Triathlon,0.0,0.0,3,0.0
ECU,Weightlifting,0.03125,1.0,20,0.05
ECU,Wrestling,0.0,0.0,10,0.0
EGY,Archery,0.0,0.0,13,0.0
EGY,Artistic Gymnastics,0.0,0.0,11,0.0
EGY,Artistic Swimming,0.0,0.0,11,0.0
EGY,Athletics,0.0,0.0,36,0.0
EGY,Badminton,0.0,0.0,4,0.0
EGY,Basketball,0.0,0.0,4,0.0
EGY,Beach Volleyball,0.0,0.0,1,0.0
EGY,Boxing,0.0,0.0,69,0.0
EGY,Canoe Sprint,0.0,0.0,5,0.0
EGY,Cycling Road,0.0,0.0,4,0.0
EGY,Cycling Track,0.0,0.0,2,0.0
EGY,Diving,0.0,0.0,11,0.0
EGY,Equestrian Jumping,0.0,0.0,10,0.0
EGY,Fencing,0.0,0.0,66,0.0
EGY,Football,0.0,0.0,5,0.0
EGY,Handball,0.0,0.0,7,0.0
EGY,Hockey,0.0,0.0,2,0.0
EGY,Judo,0.0,0.0,42,0.0
EGY,Karate,0.2,1.0,5,0.2
EGY,Marathon Swimming,0.0,0.0,4,0.0
EGY,Modern Pentathlon,0.0,0.0,25,0.0
EGY,Rhythmic Gymnastics,0.0,0.0,4,0.0
EGY,Rowing,0.0,0.0,18,0.0
EGY,Sailing,0.0,0.0,5,0.0
EGY,Shooting,0.0,0.0,78,0.0
EGY,Swimming,0.0,0.0,40,0.0
EGY,Table Tennis,0.0,0.0,27,0.0
EGY,Taekwondo,0.0,0.0,25,0.0
EGY,Tennis,0.0,0.0,2,0.0
EGY,Trampolining,0.0,0.0,2,0.0
EGY,Triathlon,0.0,0.0,1,0.0
EGY,Volleyball,0.0,0.0,5,0.0
EGY,Water Polo,0.0,0.0,3,0.0
EGY,Weightlifting,0.0,0.0,60,0.0
EGY,Wrestling,0.02564102564102564,1.0,73,0.0136986301369863
EGY,Wushu,0.0,0.0,4,0.0
ERI,Athletics,0.0,0.0,48,0.0
ERI,Cycling Road,0.0,0.0,5,0.0
ERI,Swimming,0.0,0.0,1,0.0
ESA,Archery,0.0,0.0,2,0.0
ESA,Athletics,0.0,0.0,31,0.0
ESA,Boxing,0.0,0.0,3,0.0
ESA,Cycling Road,0.0,0.0,9,0.0
ESA,Cycling Track,0.0,0.0,4,0.0
ESA,Football,0.0,0.0,1,0.0
ESA,Judo,0.0,0.0,10,0.0
ESA,Rowing,0.0,0.0,3,0.0
ESA,Sailing,0.0,0.0,4,0.0
ESA,Shooting,0.0,0.0,18,0.0
ESA,Swimming,0.0,0.0,35,0.0
ESA,Tennis,0.0,0.0,1,0.0
ESA,Weightlifting,0.0,0.0,8,0.0
ESA,Wrestling,0.0,0.0,3,0.0
ESP,Archery,0.020833333333333332,1.0,29,0.034482758620689655
ESP,Artistic Gymnastics,0.01282051282051282,2.0,100,0.02
ESP,Artistic Swimming,0.0,0.0,19,0.0
ESP,Athletics,0.003934162986752308,3.0,540,0.005555555555555556
ESP,Badminton,0.08333333333333333,1.0,12,0.08333333333333333
ESP,Baseball,0.0,0.0,1,0.0
ESP,Basketball,0.0,0.0,17,0.0
ESP,Basque pelota,0.0,0.0,12,0.0
ESP,Beach Volleyball,0.0,0.0,10,0.0
ESP,Boxing,0.0,0.0,47,0.0
ESP,Canoe Slalom,0.0625,1.0,30,0.03333333333333333
ESP,Canoe Sprint,0.056632653061224496,4.0,78,0.05128205128205128
ESP,Cycling Mountain Bike,0.0,0.0,24,0.0
ESP,Cycling Road,0.01913265306122449,2.0,83,0.024096385542168676
ESP,Cycling Track,0.06601731601731602,3.0,43,0.06976744186046512
ESP,Diving,0.0,0.0,34,0.0
ESP,Equestrian Dressage,0.0,0.0,26,0.0
ESP,Equestrian Eventing,0.0,0.0,12,0.0
ESP,Equestrian Jumping,0.0,0.0,34,0.0
ESP,Fencing,0.0,0.0,44,0.0
ESP,Football,0.125,1.0,8,0.125
ESP,Golf,0.0,0.0,8,0.0
ESP,Handball,0.0,0.0,16,0.0
ESP,Hockey,0.03333333333333333,1.0,22,0.045454545454545456
ESP,Judo,0.019230769230769232,3.0,81,0.037037037037037035
ESP,Karate,0.5,1.0,2,0.5
ESP,Marathon Swimming,0.0,0.0,7,0.0
ESP,Modern Pentathlon,0.0,0.0,14,0.0
ESP,Rhythmic Gymnastics,0.037037037037037035,1.0,20,0.05
ESP,Roller Hockey,0.0,0.0,1,0.0
ESP,Rowing,0.0,0.0,34,0.0
ESP,Rugby Sevens,0.0,0.0,2,0.0
ESP,Sailing,0.10587542087542087,13.0,108,0.12037037037037036
ESP,Shooting,0.03333333333333333,1.0,114,0.008771929824561403
ESP,Skateboarding,0.0,0.0,4,0.0
ESP,Sport Climbing,1.0,1.0,1,1.0
ESP,Swimming,0.006878306878306878,2.0,182,0.01098901098901099
ESP,Table Tennis,0.0,0.0,19,0.0
