sport,event,is_team_event,n_nations_mean,n_nations_max,n_athletes_mean,hhi_gold_mean,n_nations_with_gold,n_editions
Taekwondo,"Welterweight, Women",False,13.0,16,13.0,1.0,0.75,8
Tennis,"Doubles, Men",True,18.2,23,18.5,1.0,0.9,10
Tennis,"Doubles, Mixed",True,9.25,11,9.75,1.0,0.75,4
Tennis,"Doubles, Women",True,14.1,18,14.6,1.0,0.8,10
Tennis,"Singles, Men",False,30.727272727272727,36,58.72727272727273,1.0,0.8181818181818182,11
Tennis,"Singles, Women",False,29.0,36,55.45454545454545,1.0,0.8181818181818182,11
Trampolining,"Individual, Men",False,12.833333333333334,14,15.333333333333334,1.0,1.0,6
Trampolining,"Individual, Women",False,12.833333333333334,14,15.333333333333334,1.0,1.0,6
Triathlon,"Olympic Distance, Men",False,29.333333333333332,32,53.0,1.0,1.0,6
Triathlon,"Olympic Distance, Women",False,28.666666666666668,31,53.0,1.0,1.0,6
Triathlon,"Relay, Mixed",True,17.0,17,17.0,1.0,1.0,1
Volleyball,"Volleyball, Men",True,11.333333333333334,12,11.333333333333334,1.0,1.0,15
Volleyball,"Volleyball, Women",True,9.733333333333333,12,9.733333333333333,1.0,1.0,15
Water Polo,"Water Polo, Men",True,12.533333333333333,16,12.533333333333333,1.0,1.0,15
Water Polo,"Water Polo, Women",True,8.0,10,8.0,1.0,1.0,6
Waterskiing,"Jumping, Men",False,10.0,10,14.0,,0.0,1
Waterskiing,"Jumping, Women",False,6.0,6,6.0,,0.0,1
Waterskiing,"Slalom, Men",False,11.0,11,15.0,,0.0,1
Waterskiing,"Slalom, Women",False,5.0,5,5.0,,0.0,1
Waterskiing,"Tricks, Men",False,11.0,11,16.0,,0.0,1
Waterskiing,"Tricks, Women",False,5.0,5,5.0,,0.0,1
Weightlifting,"Bantamweight, Men",False,17.428571428571427,19,20.928571428571427,1.0,1.0,14
Weightlifting,"Featherweight, Men",False,17.333333333333332,26,20.466666666666665,1.0,1.0,15
Weightlifting,"Featherweight, Women",False,11.833333333333334,17,12.0,1.0,1.0,6
Weightlifting,"Flyweight, Men",False,15.857142857142858,19,20.142857142857142,1.0,1.0,7
Weightlifting,"Flyweight, Women",False,12.0,14,13.5,1.0,1.0,6
Weightlifting,"Heavyweight I, Men",False,17.6,24,20.8,1.0,1.0,5
Weightlifting,"Heavyweight II, Men",False,15.6,20,19.0,1.0,1.0,5
Weightlifting,"Heavyweight, Men",False,16.1,19,19.5,1.0,1.0,10
Weightlifting,"Heavyweight, Women",False,13.0,15,13.5,1.0,1.0,6
Weightlifting,"Light-Heavyweight, Men",False,19.0,25,21.6,1.0,1.0,15
Weightlifting,"Light-Heavyweight, Women",False,12.666666666666666,16,13.666666666666666,1.0,1.0,6
Weightlifting,"Lightweight, Men",False,18.2,26,21.4,1.0,1.0,15
Weightlifting,"Lightweight, Women",False,14.333333333333334,17,15.333333333333334,1.0,1.0,6
Weightlifting,"Middle-Heavyweight, Men",False,18.0,22,21.733333333333334,1.0,1.0,15
Weightlifting,"Middleweight, Men",False,17.933333333333334,27,20.8,1.0,0.9333333333333333,15
Weightlifting,"Middleweight, Women",False,12.333333333333334,18,12.666666666666666,1.0,1.0,6
Weightlifting,"Super-Heavyweight, Men",False,13.461538461538462,21,16.153846153846153,1.0,1.0,13
Weightlifting,"Super-Heavyweight, Women",False,11.833333333333334,14,12.666666666666666,1.0,1.0,6
Wrestling,"Bantamweight, Freestyle, Men",False,20.5,28,20.5,1.0,1.0,10
Wrestling,"Bantamweight, Greco-Roman, Men",False,19.7,29,19.7,1.0,1.0,10
Wrestling,"Featherweight, Freestyle, Men",False,20.133333333333333,28,20.133333333333333,1.0,1.0,15
Wrestling,"Featherweight, Freestyle, Women",False,17.5,19,17.5,1.0,1.0,2
Wrestling,"Featherweight, Greco-Roman, Men",False,19.266666666666666,27,19.266666666666666,1.0,1.0,15
Wrestling,"Flyweight, Freestyle, Men",False,20.88888888888889,30,20.88888888888889,1.0,1.0,9
Wrestling,"Flyweight, Freestyle, Women",False,16.8,19,16.8,1.0,1.0,5
Wrestling,"Flyweight, Greco-Roman, Men",False,17.77777777777778,24,17.77777777777778,1.0,1.0,9
Wrestling,"Heavyweight, Freestyle, Men",False,17.0,22,17.0,1.0,1.0,15
Wrestling,"Heavyweight, Freestyle, Women",False,16.0,18,16.0,1.0,1.0,5
Wrestling,"Heavyweight, Greco-Roman, Men",False,16.0,22,16.0,1.0,1.0,15
Wrestling,"Light-Flyweight, Freestyle, Men",False,15.714285714285714,19,15.714285714285714,1.0,1.0,7
Wrestling,"Light-Flyweight, Greco-Roman, Men",False,15.714285714285714,20,15.714285714285714,1.0,1.0,7
Wrestling,"Light-Heavyweight, Freestyle, Men",False,19.266666666666666,28,19.266666666666666,1.0,1.0,15
Wrestling,"Light-Heavyweight, Freestyle, Women",False,17.0,18,17.0,1.0,1.0,2
Wrestling,"Light-Heavyweight, Greco-Roman, Men",False,17.933333333333334,23,17.933333333333334,1.0,1.0,15
Wrestling,"Lightweight, Freestyle, Men",False,21.76923076923077,30,21.76923076923077,1.0,1.0,13
Wrestling,"Lightweight, Freestyle, Women",False,16.6,20,16.6,1.0,1.0,5
Wrestling,"Lightweight, Greco-Roman, Men",False,20.76923076923077,30,20.76923076923077,1.0,1.0,13
Wrestling,"Middleweight, Freestyle, Men",False,19.733333333333334,29,19.733333333333334,1.0,1.0,15
Wrestling,"Middleweight, Freestyle, Women",False,16.8,20,16.8,1.0,1.0,5
Wrestling,"Middleweight, Greco-Roman, Men",False,18.533333333333335,21,18.533333333333335,1.0,1.0,15
Wrestling,"Super-Heavyweight, Freestyle, Men",False,16.0,20,16.0,0.9615384615384616,1.0769230769230769,13
Wrestling,"Super-Heavyweight, Greco-Roman, Men",False,16.0,20,16.0,1.0,1.0,13
Wrestling,"Welterweight, Freestyle, Men",False,20.933333333333334,29,20.933333333333334,1.0,1.0,15
Wrestling,"Welterweight, Greco-Roman, Men",False,18.8,22,18.8,1.0,1.0,15
Wushu,"Changquan, Men",False,10.0,10,10.0,,0.0,1
Wushu,"Changquan, Women",False,6.0,6,6.0,,0.0,1
Wushu,"Daoshu & Gunshu, Men",False,9.0,9,9.0,,0.0,1
Wushu,"Daoshu & Gunshu, Women",False,7.0,7,7.0,,0.0,1
Wushu,"Jianshu & Qiangshu, Men",False,10.0,10,10.0,,0.0,1
Wushu,"Jianshu & Qiangshu, Women",False,6.0,6,6.0,,0.0,1
Wushu,"Nanquan & Nandao, Women",False,8.0,8,8.0,,0.0,1
Wushu,"Nanquan & Nangun, Men",False,11.0,11,11.0,,0.0,1
Wushu,"Sanshou (≤52 kilograms), Women",False,9.0,9,9.0,,0.0,1
Wushu,"Sanshou (≤56 kilograms), Men",False,8.0,8,8.0,,0.0,1
Wushu,"Sanshou (≤60 kilograms), Women",False,7.0,7,7.0,,0.0,1
Wushu,"Sanshou (≤70 kilograms), Men",False,7.0,7,7.0,,0.0,1
Wushu,"Sanshou (≤85 kilograms), Men",False,8.0,8,8.0,,0.0,1
Wushu,"Taijiquan & Taijijuan, Men",False,8.0,8,8.0,,0.0,1
Wushu,"Taijiquan & Taijijuan, Women",False,7.0,7,7.0,,0.0,1
